Restaurantname;Kanton
Restaurant Sternen;
Restaurant Sternen;
Restaurant Sternen;
Pizzeria Sternen;
Schloss Binningen;
Hotel Gasthof zum Ochsen;
Bad Schauenburg;
Alfa;
zur Sonne;
Hotel Baslertor;
