,Addresse,Lat,Lng,Name,Rating
209,"Industriestrasse 7, 6005 Luzern, Switzerland",47.0416239,8.3112014,Grottino 1313,4.6
210,"St. KarliQuai 7, 6004 Luzern, Switzerland",47.0525226,8.3013438,Karls Kraut,4.8
211,"Rösslimattstrasse 39, 6005 Luzern, Switzerland",47.0454669,8.3146271,isaan Market GmbH,4.6
212,"Haldenstrasse 6, 6006 Luzern, Switzerland",47.055007,8.317110999999999,Olivo,4.4
213,"Waldstätterstrasse 18, 6003 Luzern, Switzerland",47.046741,8.3092461,Zur Werkstatt,4.6
214,"Theaterstrasse 5, 6002 Luzern, Switzerland",47.050252,8.306714999999999,Bistro du Théatre,4.1
215,"Pfistergasse 16, 6003 Luzern, Switzerland",47.0509658,8.3023717,Ammos,4.6
216,"Klosterstrasse 10, 6003 Luzern, Switzerland",47.0495212,8.300815499999999,Restaurant Drei Könige,4.6
217,"45/47, Hirschengraben, 6003 Luzern, Switzerland",47.0505343,8.3012518,Jam Jam Restaurant,4.4
218,"Haldenstrasse 30, 6006 Luzern, Switzerland",47.0544581,8.3270088,VILLA Schweizerhof,4.7
219,"Moosstrasse 7, 6003 Luzern, Switzerland",47.045796,8.305137,Weisses Schloss,4.6
220,"Weinmarkt, 6004 Luzern, Switzerland",47.051534,8.304516,Hotel des Balances,4.6
221,"Museggstrasse 2, 6004 Luzern, Switzerland",47.055891,8.3102239,Lapin,4.5
222,"Theaterstrasse 7, 6003 Luzern, Switzerland",47.050051,8.3068856,Pizzeria La Baracca,4.5
223,"Zentralstrasse 1, Im Bahnhof, 1. Stock, 6003 Luzern, Switzerland",47.0500985,8.3102282,tibits Luzern,4.4
224,"Rathausquai 5, 6004 Luzern, Switzerland",47.05221539999999,8.307387,Des Alpes Hotel und Restaurant,4.3
225,"Pilatusstrasse 29, 6003 Luzern, Switzerland",47.0481598,8.3052537,Thai Garden,4.5
226,"Pilatusstrasse 29, 6003 Luzern, Switzerland",47.0480812,8.3056547,La Cucina,4.5
227,"Schweizerhofquai, 6002 Luzern, Switzerland",47.054351,8.3101649,Hotel Schweizerhof Luzern,4.6
228,"Burgerstrasse 3, 6003 Luzern, Switzerland",47.0507536,8.3030838,Wirtshaus Taube Luzern,4.3
229,"4, Haldenstrasse, 6006 Luzern, Switzerland",47.0547301,8.314783199999999,Restaurant 1871 Essen. Trinken. Sein.,4.3
230,"Pilatusstrasse 36, 6003 Luzern, Switzerland",47.0480429,8.304008999999999,Anker,4.3
231,"Pilatusstrasse 29, 6002 Luzern, Switzerland",47.0481847,8.3053885,Mekong,4.3
232,"Burgerstrasse 35, 6003 Luzern, Switzerland",47.0493416,8.3028847,Hotel und Restaurant STERN Luzern,4.2
233,"Landungsbrücke 1, 6002 Luzern, Switzerland",47.0512717,8.310577499999999,Seebistro LUZ,4.2
234,"Europaplatz 1, 6005 Luzern, Switzerland",47.05047039999999,8.312149699999999,Restaurant RED,4.4
235,"Schwanenpl. 4, 6004 Luzern, Switzerland",47.0532116,8.3086145,"Restaurant Schwanen ""Café de Ville""",4.3
236,"Pilatusstrasse 14, 6003 Luzern, Switzerland",47.049474,8.306455999999999,Mövenpick Restaurant Luzern,3.9
237,"Goliathgasse 7, 9000 St. Gallen, Switzerland",47.4268477,9.3761219,Gschwend,4.5
238,"Zeughausgasse 17, 9000 St. Gallen, Switzerland",47.4242771,9.3790107,"Gaststuben zum Schlössli, Ambros Wirth",4.8
