,Addresse,Lat,Lng,Name,Rating
83,"Effingerstrasse 51, 3008 Bern, Switzerland",46.9456751,7.429329200000001,Maharaja Palace,4.1
84,"Marktgasse 69, 3011 Bern, Switzerland",46.9481099,7.444079399999999,Way to India,3.9
85,"Lorrainestrasse 9, 3013 Bern, Switzerland",46.95610569999999,7.4449157,Restaurant OKRA,4.4
86,"Belpstrasse 11, 3007 Bern, Switzerland",46.9455866,7.4336544,India4u Restaurent,4.2
87,"Neuengass-Passage 3, 3011 Bern, Switzerland",46.949284,7.443335,NAMASTE INDIA CITY,4.4
88,"Freiburgstrasse 64, 3008 Bern, Switzerland",46.9461997,7.4183259,Curry House,4.2
89,"Landorfstrasse 31, 3098 Köniz, Switzerland",46.9214209,7.412029999999999,Indian Kitchen,4.6
90,"Murtenstrasse 131, 3008 Bern, Switzerland",46.9491619,7.4112037,Indisches Restaurant Kesar,4.6
91,"Moserstrasse 27, 3014 Bern, Switzerland",46.9571212,7.4525944,3dosha ayurveda,4.9
92,"Länggassstrasse 43, 3012 Bern, Switzerland",46.9539249,7.4310787,Singh amrik,0.0
93,"Freiestrasse 65, 3012 Bern, Switzerland",46.9543156,7.424950000000001,Tulsi,4.4
94,"Avenue Louis-Ruchonnet 11, 1003 Lausanne, Switzerland",46.51824,6.626326499999999,Nandanam,4.2
95,"Escaliers du Marché 5, 1003 Lausanne, Switzerland",46.522043,6.63362,Laxmi Restaurant Indien,3.8
96,"Avenue Louis-Ruchonnet 2, 1003 Lausanne, Switzerland",46.51804689999999,6.6277314,New Delhi,4.3
97,"Avenue de la Gare 10, 1003 Lausanne, Switzerland",46.5170999,6.6357351,Shanti,3.8
98,"Rue Chaucrau 14, 1003 Lausanne, Switzerland",46.5229983,6.6311661,Restaurant Royal India,3.9
99,"Avenue de Cour 74, 1007 Lausanne, Switzerland",46.5160406,6.614342199999999,Aux Fleurs de la Terre,4.1
100,"Avenue de France 2, 1004 Lausanne, Switzerland",46.5240522,6.6245085,Le Maharaja,3.4
101,"Chemin des Roches 1, 1009 Pully, Switzerland",46.5107156,6.6632472,Kurry Masala,4.0
102,"Rue de la Mouline 8, Chavannes - Renens, 1022 Lausanne, Switzerland",46.5268183,6.5741609,Indian Zayeka,4.2
103,"Rue de la Paix 25, 1020 Renens, Switzerland",46.5359141,6.591895800000001,Kashmir,3.8
104,"Place de la Gare 9, 1003 Lausanne, Switzerland",46.517111,6.629061999999999,A l'étage,3.9
105,"Schützenstrasse 43, 8400 Winterthur, Switzerland",47.5046202,8.7195674,Tandoor,4.4
106,"Wartstrasse 23, 8400 Winterthur, Switzerland",47.5011479,8.7210603,Maharaja Curry,4.2
107,"Pflanzschulstrasse 3, 8400 Winterthur, Switzerland",47.49444039999999,8.7408684,Restaurant Cucina,4.1
108,"Büelrainstrasse 1, 8400 Winterthur, Switzerland",47.4965483,8.7274113,Restaurant Barnabas,4.5
109,"Löwengraben 8, 6004 Luzern, Switzerland",47.052916,8.3051175,Mirch Masala,3.9
110,"Baselstrasse 31, 6003 Luzern, Switzerland",47.0526552,8.2958061,GourmIndia,4.4
111,"Zürichstrasse 4, 6004 Luzern, Switzerland",47.0561309,8.3106075,Kanchi indian cuisine,3.7
112,"Löwengraben 4, 6004 Luzern, Switzerland",47.0530315,8.3053338,Tandoori,4.1
113,"Kauffmannweg 20, 6003 Luzern, Switzerland",47.04637270000001,8.306428799999999,Neville's,3.3
114,"Luzernerstrasse 6, 6030 Ebikon, Switzerland",47.0791769,8.336656999999999,Tandoori,3.8
115,"Moosmattstrasse 22, 6005 Luzern, Switzerland",47.03978739999999,8.3037437,Asian Takeaway,4.5
116,"Löwengraben 14, 6004 Luzern, Switzerland",47.0529203,8.3045686,Gandhi,3.7
117,"Hallwilerweg 7, 6003 Luzern, Switzerland",47.0480355,8.302942,Indian Take Away,4.4
118,"St. Jakob-Strasse 87, 9000 St. Gallen, Switzerland",47.4326196,9.3827152,Restaurant HOLI,4.8
119,"Schmiedgasse 20, 9000 St. Gallen, Switzerland",47.4240283,9.3756079,Restaurant Indian Palace im Anker,4.1
120,"Lukasstrasse 8, 9008 St. Gallen, Switzerland",47.4399362,9.395871,Restaurant Indian Tandoori,4.3
121,"9001, Turnerstrasse 2, 9000 St. Gallen, Switzerland",47.4161704,9.357594599999999,Die Fliege Velokurier St. Gallen GmbH,5.0
122,"Langgasse 70, 9008 St. Gallen, Switzerland",47.43876729999999,9.3904526,Restaurant Peacock,4.0
123,"Engelgasse 20, 9000 St. Gallen, Switzerland",47.4268835,9.3746001,Restaurant Samosa,4.6
124,"Via ai Canvetti 15, 6926 Montagnola, Collina d'Oro, Switzerland",45.9891618,8.9218277,Tabla Indian Restaurant,4.4
125,"Riva Paradiso 24, 6900 Lugano, Switzerland",45.99037999999999,8.9504582,Ristorante Indiano Indian Thali (10 min walk to lugano center,4.1
126,"Aarbergstrasse 100, 2502 Biel, Switzerland",47.1341939,7.242091899999999,Casa Miracoli,4.7
127,"Solothurnstrasse 85, 2504 Biel, Switzerland",47.1577668,7.273496,Rotihaus,3.7
128,"General-Dufour-Strasse 31, 2502 Biel, Switzerland",47.1405676,7.248948700000001,Maharaja Palace,4.0
129,"Hauptstrasse 82, 2560 Nidau, Switzerland",47.1223994,7.241784600000001,Restaurant du Pont,3.9
130,"Neuenburgstrasse 90, 2505 Biel, Switzerland",47.1317338,7.222375599999999,Restaurant Räblus,4.5
132,"Panoramastrasse 3, 3600 Thun, Switzerland",46.754794,7.631103999999999,Maha Lakshmi Indian Restaurant,4.1
134,"Rue de la Balance 15, 2300 La Chaux-de-Fonds, Switzerland",47.1048105,6.831904199999999,Le restaurant Maharajah,4.2
135,"Rue Daniel-Jeanrichard 14, 2300 La Chaux-de-Fonds, Switzerland",47.1010634,6.8278912,Restaurant Kashthury,4.6
136,"Guntramstraße 22, 79106 Freiburg im Breisgau, Germany",47.9996538,7.838644099999999,Indian Curryhouse,4.6
137,"Kaiser-Joseph-Straße 278, 79098 Freiburg im Breisgau, Germany",47.9912984,7.848248099999999,Royal Panjab,3.9
138,"Konviktstraße 33, 79098 Freiburg im Breisgau, Germany",47.99394,7.854679999999998,Mahatma Gandhi,3.9
139,"Gerberau 5, 79098 Freiburg im Breisgau, Germany",47.99352450000001,7.849972499999999,Jaipur,4.2
140,"Elsässer Str. 71, 79110 Freiburg im Breisgau, Germany",48.0155491,7.823331,Kashmir,4.6
141,"Bertoldstraße 51, 79098 Freiburg im Breisgau, Germany",47.995934,7.844149000000001,Karma,3.2
142,"Kaiser-Joseph-Straße 278, 79098 Freiburg im Breisgau, Germany",47.9913029,7.8482008,Royal Panjab,3.9
143,"79098 Freiburg, Germany",47.9971702,7.8506213,Panjab,4.4
144,"Bundesstraße 2, 79238 Ehrenkirchen, Germany",47.9368,7.7252,Devi,4.2
145,"Platz 11, 8200 Schaffhausen, Switzerland",47.697851,8.63533,Indian Masala,4.4
146,"Unterstadt 7, 8200 Schaffhausen, Switzerland",47.6956868,8.639972199999999,Toni Take-Away,4.5
147,"Süsswinkelgasse 25, 7000 Chur, Switzerland",46.8482372,9.5338771,Restaurant Marsoel,3.9
148,"Gürtelstrasse 33, 7000 Chur, Switzerland",46.854153,9.527853,Pizzakurier La Mamma,4.1
149,"Gäuggelistrasse 60, 7000 Chur, Switzerland",46.8506513,9.5239646,Restaurant VA BENE,4.5
150,"Emserstrasse 4, 7000 Chur, Switzerland",46.8459274,9.5063979,Restaurant Sommerau,4.5
151,"Steinbruchstrasse 2, 7000 Chur, Switzerland",46.8513893,9.5342896,La Vita Chur GmbH,4.4
152,"Bahnhofstrasse 14, 7002 Chur, Switzerland",46.8519379,9.5312472,Speiserestaurant Rätushof Chur,4.2
153,"Breisacher Str. 20, 79395 Neuenburg am Rhein, Germany",47.8156818,7.5603371,Hotel-Restaurant Gasthof Adler,4.3
154,"Mülhauser Str. 1, 79395 Neuenburg am Rhein, Germany",47.8159417,7.553030199999999,Zum kleinen Hecht,4.5
155,"Müllheimer Str. 35, 79395 Neuenburg am Rhein, Germany",47.812075,7.569076000000001,Villa Plön,4.3
156,"Bahnhofstraße 8, 79395 Neuenburg am Rhein, Germany",47.8122271,7.562557999999999,Hotel Neuenburger Hof,4.2
158,"Schlüsselstraße 8, 79395 Neuenburg am Rhein, Germany",47.81375389999999,7.560665099999999,Weißes Kreuz,4.0
159,"Bahnhofstraße 1a, 79424 Auggen, Germany",47.788289,7.590590999999999,Restaurant Bären Steak No°1 by Taste Hotels,4.3
160,"Rue du Seyon 19, 2000 Neuchâtel, Switzerland",46.9928118,6.928037400000001,ShriGanesh Restaurant,4.4
161,"Rue de l'Evole 39, 2000 Neuchâtel, Switzerland",46.9894997,6.9216276,Restaurant Paprika,4.1
162,"Rue de Gibraltar 1, 2000 Neuchâtel, Switzerland",46.9969543,6.9441684,Sultan Restaurant & Bollywood Bar,3.9
163,"Goethestraße 10, 79379 Müllheim, Germany",47.8101955,7.627167999999998,Restaurant Bar Lounge Messer & Gradel,4.8
164,"Aathalstrasse 42, 8610 Uster, Switzerland",47.3450076,8.7311974,Aladin Pizza Kurier,4.7
165,"Loren-Allee 20, 8610 Uster, Switzerland",47.3588337,8.7092642,Flor,4.6
166,"Ferrachstrasse 1, 8630 Rüti, Switzerland",47.2593649,8.8513156,Restaurant Rani,3.9
167,"Bankstrasse 11, 8610 Uster, Switzerland",47.3506598,8.717310099999999,Zambale Restaurant,4.2
168,"Zürichstrasse 7, 8610 Uster, Switzerland",47.3491781,8.715392099999999,Restaurant Wiang Phing Uster,4.3
169,"Aathalstrasse 5, 8610 Uster, Switzerland",47.3466969,8.7277019,Poseidon,4.4
170,"Poststrasse 6, 8610 Uster, Switzerland",47.349945,8.7178043,Chabis-chäs.ch GmbH,4.6
171,"Seestrasse 7, 8610 Uster, Switzerland",47.347979,8.715812,Ichiban178,4.4
172,"Zentralstrasse 28, 8610 Uster, Switzerland",47.346856,8.717084,Restaurant ARENA,4.3
173,"Pfäffikerstrasse 36, 8610 Uster, Switzerland",47.35841869999999,8.729127799999999,BurgerAMT,4.6
174,"Zürichstrasse 7, 8610 Uster, Switzerland",47.3489678,8.7158749,Boulevard Restaurant Uster,4.5
175,"Brunnenstrasse 21, 8610 Uster, Switzerland",47.352042,8.721759,Restaurant Brunnentor,4.5
176,"Poststrasse 6, 8610 Uster, Switzerland",47.349945,8.717804,Post Da Fabio,4.4
177,"Aathalstrasse 50, 8610 Uster, Switzerland",47.3449669,8.7334478,Speiserestaurant zur Linde,4.5
178,"Friedhofstrasse 3A, 8610 Uster, Switzerland",47.34335069999999,8.7153069,8610 Restaurant,4.4
179,"Winterthurerstrasse 13, 8610 Uster, Switzerland",47.35158699999999,8.713272,Tomate,4.0
180,"Schulweg 7, 8610 Uster, Switzerland",47.3468531,8.715729099999999,Restaurant zur Kastanie,4.2
181,"Brandstrasse 32, 8610 Uster, Switzerland",47.3534799,8.708253,Mona Lisa,4.4
182,"Seestrasse 93, 8610 Uster, Switzerland",47.34475519999999,8.7045636,Pizza Forte,4.5
183,"Schlossweg 4, 8610 Uster, Switzerland",47.3454566,8.7178576,Restaurant Burg,4.2
184,"Bahnhofstrasse 18, 8610 Uster, Switzerland",47.348676,8.718183999999999,Zum Hut,4.6
185,"Uferweg, 8610 Uster, Switzerland",47.3432939,8.6907569,8610 am See,4.3
186,"Poststrasse 13, 8610 Uster, Switzerland",47.3490184,8.716988700000002,Restaurant Suan Long Uster Ly + Ly,3.9
187,"Schlossweg 4, 8610 Uster, Switzerland",47.3449731,8.7181164,Argentina Steakhouse,4.3
188,"Poststrasse 20, 8610 Uster, Switzerland",47.34908799999999,8.716725,"Pizzeria Ristorante Molino, Uster",4.0
190,"Industriestrasse 10a, 8610 Uster, Switzerland",47.3518866,8.718443299999999,HAN Mongolian Barbeque,4.1
191,"Aathalstrasse 36, 8610 Uster, Switzerland",47.3452658,8.730217099999999,Tantuni Bistro/ Uster,3.8
194,"Luppmenstrasse 13, 8320 Fehraltorf, Switzerland",47.3881854,8.7450682,Restaurant Pumpkin,4.7
197,"Poststrasse 2, 8610 Uster, Switzerland",47.3501702,8.7182928,McDonald’s,3.5
