BE,123
AG,97
SG,94
ZH,91
TG,82
LU,69
SO,69
VD,63
SZ,62
VS,50
GR,49
FR,48
AR,44
BL,41
JU,40
TI,32
GE,30
ZG,28
NE,26
UR,24
GL,22
AI,16
NW,13
OW,13
SH,9
BS,9
