NE,EDA,34
BE,VBS,25
ZH,UVEK,22
VD,VBS,18
SO,EFD,16
AI,EJPD,16
AG,WBF,14
BS,EDI,14
ZH,WBF,14
OW,EJPD,12
ZH,EJPD,12
VD,WBF,12
BE,WBF,11
SG,EJPD,11
BE,UVEK,11
ZG,EDI,10
BE,EJPD,10
AG,UVEK,9
GE,EDA,9
GE,EDI,9
TI,EDA,8
GR,UVEK,8
LU,EFD,8
TI,EDI,7
FR,EDI,7
VS,EFD,7
VS,EDI,7
AR,EFD,7
LU,VBS,7
ZH,VBS,7
VS,UVEK,6
GR,EFD,6
TI,EFD,6
VD,EFD,6
SO,UVEK,6
ZH,EDA,5
SG,WBF,5
BE,EDA,5
VS,WBF,5
ZH,EFD,4
FR,EDA,4
FR,WBF,4
LU,EDI,4
FR,EFD,3
GR,EJPD,3
AI,VBS,3
NE,EDI,3
TI,VBS,2
TI,UVEK,1
