Restaurantname;Kanton
Hotel Restaurant Eierhals Royal;
City-Hotel Ochsen Zug;
Parkhotel Zug;
Hotel Löwen am See;
OCHSEN MENZINGEN;
SeminarHotel am Ägerisee;
Gasthaus zur Linde;
China Restaurant Bambus;
Bernard, Giorgio;
