Restaurantname;Kanton
Fer à Cheval;
Cheval-Blanc;
le Relais Panoramique;
Pizzeria St-Laurent;
Restaurant Café des Amis;
La Combyre;
Margueron;
Pizzeria de la Poste;
Hôtel de la Poste;
