Restaurantname;Kanton
Le Caveau la part des Anges;
Restaurant Old Zermatt;
Hotel Restaurant Heilquelle;
Auberge-Restaurant Les Bisses;
Restaurant Belalp;
Leukerbad Therme;
Bahnhofbuffet Non Solo Treno;
Klein Matterhorn;
Post;
Drei Tannen;
