Id,Label,Date,Image,followers_count,friends_count
788101550711382017,metzgereikeller,Mon Oct 17 19:37:06 +0000 2016,https://pbs.twimg.com/profile_images/788367243595902976/9dDxttmF_normal.jpg,1558,1344
800967760989880321,Ulrik_von,Tue Nov 22 07:42:50 +0000 2016,https://pbs.twimg.com/profile_images/1042162640829636608/Z7853KfZ_normal.jpg,86,159
808278027717251072,thuritch,Mon Dec 12 11:51:13 +0000 2016,https://pbs.twimg.com/profile_images/943240938297679873/4XW6yfxC_normal.jpg,129,131
819652946,AngeloR54671811,Wed Sep 12 14:17:16 +0000 2012,https://pbs.twimg.com/profile_images/1031523449234227201/3pu66x_Z_normal.jpg,13610,12624
830746618450309120,peterbeckbooks,Sun Feb 12 11:53:23 +0000 2017,https://pbs.twimg.com/profile_images/830750683284529154/tSyfk0ra_normal.jpg,246,411
833715346506993664,ETH_physics,Mon Feb 20 16:30:03 +0000 2017,https://pbs.twimg.com/profile_images/833748020747522049/FEUablDF_normal.jpg,1356,107
852545804011175937,34Eule,Thu Apr 13 15:35:34 +0000 2017,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,180,527
862658023,MarianneSchro11,Fri Oct 05 07:15:24 +0000 2012,https://pbs.twimg.com/profile_images/1012806442817122304/PFPRBkWE_normal.jpg,2457,1944
864595786356621312,mark_j_mueller,Tue May 16 21:37:53 +0000 2017,https://pbs.twimg.com/profile_images/864609546236444672/KV0ntinE_normal.jpg,6061,4492
86624549,andreshofer,Sat Oct 31 23:45:33 +0000 2009,https://pbs.twimg.com/profile_images/2191049558/2012-05-04_14.36.58_normal.jpg,2917,3731
875637231112683522,PlaneSpotIsCool,Fri Jun 16 08:52:39 +0000 2017,https://pbs.twimg.com/profile_images/875665682691764224/ml5CCics_normal.jpg,2953,4694
879424110283165696,fcbasel1893s,Mon Jun 26 19:40:21 +0000 2017,https://pbs.twimg.com/profile_images/879428985456873477/kl0QX4_t_normal.jpg,58,48
888095166539739137,Annalis75327421,Thu Jul 20 17:56:02 +0000 2017,https://pbs.twimg.com/profile_images/888161954698866688/ZNMuk_3S_normal.jpg,168,165
891462473404096512,FintechJoe,Sun Jul 30 00:56:31 +0000 2017,https://pbs.twimg.com/profile_images/891607027029610496/dXOd1ZDB_normal.jpg,443,685
92360681,toblerette,Tue Nov 24 20:43:06 +0000 2009,https://pbs.twimg.com/profile_images/2857846580/836d338363fc1994906f435d6e1ce4d3_normal.png,1822,580
955549819233341441,BrunoLauper,Mon Jan 22 21:16:45 +0000 2018,https://pbs.twimg.com/profile_images/955554423161409536/gMVsYVrJ_normal.jpg,28,22
969830888807849984,AVENORM1,Sat Mar 03 07:04:37 +0000 2018,https://pbs.twimg.com/profile_images/988079761565081600/x1kTL8OK_normal.jpg,6,16
972470072412463106,Andrija33593814,Sat Mar 10 13:51:47 +0000 2018,https://pbs.twimg.com/profile_images/1044872685447204870/kbHs4GNP_normal.jpg,21,37
975754740272418821,conmedicon,Mon Mar 19 15:23:53 +0000 2018,https://pbs.twimg.com/profile_images/975755184751210496/-NpZ_irb_normal.jpg,106,994
976184926725984266,RAADARde,Tue Mar 20 19:53:17 +0000 2018,https://pbs.twimg.com/profile_images/976431630523994112/yvqe4ynJ_normal.jpg,46,1
977139628313600002,AIZuerich,Fri Mar 23 11:06:56 +0000 2018,https://pbs.twimg.com/profile_images/1061862757610479616/NubfiJdi_normal.jpg,180,743
978267947255914496,Gynaekologie_ZH,Mon Mar 26 13:50:28 +0000 2018,https://pbs.twimg.com/profile_images/992449373773672450/9dNHQsg-_normal.jpg,2,1
978641355206479872,Gynaekologie_SH,Tue Mar 27 14:34:16 +0000 2018,https://pbs.twimg.com/profile_images/992449040733364224/_XOiLRIB_normal.jpg,2,2
996033962878251008,iuY0jx47oBZfIlO,Mon May 14 14:26:16 +0000 2018,https://pbs.twimg.com/profile_images/1015206280158273537/aKGXIWtC_normal.jpg,2447,5000
998263883088515072,SimonWyss2,Sun May 20 18:07:11 +0000 2018,https://pbs.twimg.com/profile_images/1006189773487210496/0_v0JV6n_normal.jpg,5,0
998308467852095488,reisedirektEU,Sun May 20 21:04:21 +0000 2018,https://pbs.twimg.com/profile_images/1036731768093790213/WdtUwYSM_normal.jpg,794,3340
1021773684015620096,,,,,
2306291760,,,,,
2955404464,byH_Leitenbauer,Thu Jan 01 19:37:52 +0000 2015,https://pbs.twimg.com/profile_images/634133074981187585/zSKFAKRS_normal.jpg,68735,946
2651205816,HighlanderBosso,Wed Jul 16 14:30:10 +0000 2014,https://pbs.twimg.com/profile_images/1018779225262784512/3LKi5_II_normal.jpg,10186,2090
14095644,,,,,
4777012343,,,,,
14591071,,,,,
430183964,,,,,
438767655,1886_gc_zuerich,Sat Dec 17 00:30:29 +0000 2011,https://pbs.twimg.com/profile_images/912327419029278721/CXbXFq59_normal.jpg,17772,95
96948912,,,,,
206630486,spzuerich,Sat Oct 23 11:12:19 +0000 2010,https://pbs.twimg.com/profile_images/1067046869325529088/oNSR8IV8_normal.jpg,2627,420
14770715,,,,,
1544084768,,,,,
17870970,,,,,
215557634,,,,,
2420636070,,,,,
260732660,,,,,
2841118787,zwingli2018,Wed Oct 22 11:41:45 +0000 2014,https://pbs.twimg.com/profile_images/765892863293030400/d7o1-ccO_normal.jpg,203,481
335181321,,,,,
857216209988792320,,,,,
943580453268844544,higgsmag,Wed Dec 20 20:34:45 +0000 2017,https://pbs.twimg.com/profile_images/948963484263505921/dLbYKGPH_normal.jpg,1559,747
983671876126945281,wikinews_ch,Tue Apr 10 11:43:45 +0000 2018,https://pbs.twimg.com/profile_images/1030473943164116993/YfegR3rf_normal.jpg,86,374
