GROUP,ORDER,FAMILY,GENUS,SPECIES,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,incognita,"Hydropsyche incognita Pitsch, 1993",-,LC,,
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,instabilis,"Hydropsyche instabilis (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,modesta,"Hydropsyche modesta Navas, 1925",-,EN,"B2a, b(,iii)",
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,pellucidula,"Hydropsyche pellucidula (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,saxonica,"Hydropsyche saxonica McLachlan, 1884",-,VU,"B2a, b(i, ii)",Kleine Bäche
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,siltalai,"Hydropsyche siltalai Doehler, 1963",-,LC,,
Insecta,Trichoptera,Hydropsychidae,Hydropsyche,tenuis,"Hydropsyche tenuis Navas, 1932",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Hydroptila,angulata,"Hydroptila angulata Mosely, 1922",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Hydroptila,brissaga,"Hydroptila brissaga Malicky, 1996",-,EN,"B2a, b(iii)","Seen und Flüsse,Tessin"
Insecta,Trichoptera,Hydroptilidae,Hydroptila,dampfi,"Hydroptila dampfi Ulmer, 1929",-,VU,"B2a, b(i,iii)",Stillgewässer
Insecta,Trichoptera,Hydroptilidae,Hydroptila,forcipata,"Hydroptila forcipata (Eaton, 1873)",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Hydroptila,insubrica,"Hydroptila insubrica Ris, 1903",-,RE,,Einziger Nachweis 1896
Insecta,Trichoptera,Hydroptilidae,Hydroptila,ivisa,"Hydroptila ivisa Malicky, 1972",-,VU,"B2a, b(iii)",Bäche
Insecta,Trichoptera,Hydroptilidae,Hydroptila,martini,"Hydroptila martini Marshall, 1977",-,CR,"B2a,b(i,ii,iv)","Quellen, Tessin"
Insecta,Trichoptera,Hydroptilidae,Hydroptila,occulta,"Hydroptila occulta (Eaton, 1873)",-,EN,"B2a, b(i,ii,iv)",
Insecta,Trichoptera,Hydroptilidae,Hydroptila,pulchricornis,"Hydroptila pulchricornis Pictet, 1834",-,CR,"B2a, b(ii,iii,iv)",Stehende Gewässer
Insecta,Trichoptera,Hydroptilidae,Hydroptila,rheni,"Hydroptila rheni Ris, 1896",-,RE,,"Letzter Nachweis 1944, grosse Flüsse Mittelland"
Insecta,Trichoptera,Hydroptilidae,Hydroptila,simulans,"Hydroptila simulans Mosely, 1920",-,CR,"B2a, b(iii)",
Insecta,Trichoptera,Hydroptilidae,Hydroptila,sparsa,"Hydroptila sparsa Curtis, 1834",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Hydroptila,tigurina,"Hydroptila tigurina Ris, 1894",-,RE,,Einziger Nachweis 1888
Insecta,Trichoptera,Hydroptilidae,Hydroptila,tineoides,"Hydroptila tineoides Dalman, 1819",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Hydroptila,valesiaca,"Hydroptila valesiaca Schmid, 1947",-,EN,"B2a, b(i,ii,iii,iv)","Quellbäche, Bäche"
Insecta,Trichoptera,Hydroptilidae,Hydroptila,vectis,"Hydroptila vectis Curtis, 1834",-,LC,,
Insecta,Trichoptera,Limnephilidae,Ironoquia,dubia,"Ironoquia dubia (Stephens, 1837)",-,CR,"B2a, b(ii,iii,iv)","Sommertrockene Rinnsale, Puppe terrestrisch"
Insecta,Trichoptera,Hydroptilidae,Ithytrichia,clavata,"Ithytrichia clavata Morton, 1905",-,EN,"B2a, b(iii)",Seen
Insecta,Trichoptera,Hydroptilidae,Ithytrichia,lamellaris,"Ithytrichia lamellaris Eaton, 1873",-,CR,"B2a,b(i,ii,iii,iv)",Gräben und kleine Bäche in Mooren
Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,basale,"Lepidostoma basale (Kolenati, 1848)",-,VU,"B2b(i,iii)","Flüsse, Mittelland, Totholz"
Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,hirtum,"Lepidostoma hirtum (Fabricius, 1775)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Leptocerus,lusitanicus,"Leptocerus lusitanicus (McLachlan, 1884)",-,DD,,Einziger Nachweis 2004
Insecta,Trichoptera,Leptoceridae,Leptocerus,tineiformis,"Leptocerus tineiformis Curtis, 1834",-,NT,,
Insecta,Trichoptera,Limnephilidae,Leptotaulius,gracilis,"Leptotaulius gracilis Schmid, 1955",-,DD,,Einziger Nachweis 1983
Insecta,Trichoptera,Limnephilidae,Limnephilus,affinis,"Limnephilus affinis Curtis, 1834",-,CR,"B2a, b(i,ii,iii,iv)","Moore, auch temporäre Gewässer"
Insecta,Trichoptera,Limnephilidae,Limnephilus,algosus,"Limnephilus algosus (McLachlan, 1868)",-,CR,"B2a,b(i,ii,iii,iv)","Moore, boreoalpin"
Insecta,Trichoptera,Limnephilidae,Limnephilus,auricula,"Limnephilus auricula Curtis, 1834",-,NT,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,binotatus,"Limnephilus binotatus Curtis, 1834",-,VU,"B2a, b(ii, iii)","Moore, auch temporäre Gewässer"
Insecta,Trichoptera,Limnephilidae,Limnephilus,bipunctatus,"Limnephilus bipunctatus Curtis, 1834",-,EN,"B2a, b(i,ii, iii,iv)","Bäche, kleine Stillgewässer, auch temporäre"
Insecta,Trichoptera,Limnephilidae,Limnephilus,borealis,"Limnephilus borealis (Zetterstedt, 1840)",-,CR,"B2a, b(i,ii,iii,iv)","Moore, boreoalpin"
Insecta,Trichoptera,Limnephilidae,Limnephilus,centralis,"Limnephilus centralis Curtis, 1834",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,coenosus,"Limnephilus coenosus Curtis, 1834",-,NT,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,decipiens,"Limnephilus decipiens (Kolenati, 1848)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,elegans,"Limnephilus elegans Curtis, 1834",-,CR,"B2a, b(i,ii,iii,iv)","Moore, auch temporäre Gewässer"
Insecta,Trichoptera,Limnephilidae,Limnephilus,extricatus,"Limnephilus extricatus McLachlan, 1865",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,flavicornis,"Limnephilus flavicornis (Fabricius, 1787)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,flavospinosus,"Limnephilus flavospinosus Stein, 1874",-,EN,"B2a, b(iii)",Pflanzenreiche Gräben
Insecta,Trichoptera,Limnephilidae,Limnephilus,germanus,"Limnephilus germanus McLachlan, 1875",-,VU,"B2a, b(ii,iii)",Moore
Insecta,Trichoptera,Limnephilidae,Limnephilus,griseus,"Limnephilus griseus (Linnaeus, 1758)",-,EN,"B2a, b(i,ii,iii,iv)","Moore, Bäche u. kleine Stillgewässer, auch temporäre"
Insecta,Trichoptera,Limnephilidae,Limnephilus,helveticus,"Limnephilus helveticus Schmid, 1965",-,VU,"B2a, b(iii)",Moore
Insecta,Trichoptera,Limnephilidae,Limnephilus,hirsutus,"Limnephilus hirsutus (Pictet, 1834)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,ignavus,"Limnephilus ignavus McLachlan, 1865",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,incisus,"Limnephilus incisus (Curtis, 1834)",-,EN,"B2a, b(ii,iii,iv)",Sommertrockene Stillgewässer
Insecta,Trichoptera,Limnephilidae,Limnephilus,italicus,"Limnephilus italicus McLachlan, 1884",-,VU,"B2a, b(ii, iii)",Moore
Insecta,Trichoptera,Limnephilidae,Limnephilus,lunatus,"Limnephilus lunatus Curtis, 1834",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,marmoratus,"Limnephilus marmoratus Curtis, 1834",-,NT,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,nigriceps,"Limnephilus nigriceps (Zetterstedt, 1840)",-,EN,"B2a, b (i,ii,iii,iv)",Moore
Insecta,Trichoptera,Limnephilidae,Limnephilus,politus,"Limnephilus politus McLachlan, 1865",-,RE,,Letzter Nachweis 1900; Kleinseen
Insecta,Trichoptera,Limnephilidae,Limnephilus,rhombicus,"Limnephilus rhombicus (Linnaeus, 1758)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,sericeus,"Limnephilus sericeus (Say, 1824)",-,VU,"B2a, b(iii)","Moore, Alpen, boreoalpin"
Insecta,Trichoptera,Limnephilidae,Limnephilus,sparsus,"Limnephilus sparsus Curtis, 1834",-,LC,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,stigma,"Limnephilus stigma Curtis, 1834",-,NT,,
Insecta,Trichoptera,Limnephilidae,Limnephilus,subcentralis,"Limnephilus subcentralis Brauer, 1857",-,VU,"B2a, b(ii, iii)",Moore
Insecta,Trichoptera,Limnephilidae,Limnephilus,tauricus,"Limnephilus tauricus Schmid, 1964",-,NE,,unsicherer Nachweis 1978 ohne Beleg
Insecta,Trichoptera,Limnephilidae,Limnephilus,vittatus,"Limnephilus vittatus (Fabricius, 1798)",-,VU,"B2a, b(ii, iii)","Moore, auch temporäre Gewässer"
Insecta,Trichoptera,Goeridae,Lithax,niger,"Lithax niger (Hagen, 1859)",-,LC,,
Insecta,Trichoptera,Goeridae,Lithax,obscurus,"Lithax obscurus (Hagen, 1859)",-,CR,"B2b(i,ii,iii,iv)",Quellen u. kl. Fliessgewässer
Insecta,Trichoptera,Psychomyiidae,Lype,phaeopa,"Lype phaeopa (Stephens, 1836)",-,LC,,
Insecta,Trichoptera,Psychomyiidae,Lype,reducta,"Lype reducta (Hagen, 1868)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Melampophylax,melampus,"Melampophylax melampus (McLachlan, 1876)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Melampophylax,mucoreus,"Melampophylax mucoreus (Hagen, 1861)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Melampophylax,nepos,"Melampophylax nepos McLachlan, 1880",-,NE,,Fehlbestimmung
Insecta,Trichoptera,Limnephilidae,Mesophylax,aspersus,"Mesophylax aspersus Rambur, 1842",-,DD,,Einziger Nachweis 1973
Insecta,Trichoptera,Limnephilidae,Mesophylax,impunctatus,"Mesophylax impunctatus McLachlan, 1884",-,LC,,
Insecta,Trichoptera,Limnephilidae,Metanoea,flavipennis,"Metanoea flavipennis (Pictet, 1834)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Metanoea,rhaetica,"Metanoea rhaetica Schmid, 1955",-,NT,,
Insecta,Trichoptera,Brachycentridae,Micrasema,longulum,"Micrasema longulum McLachlan, 1876",-,NE,,zwei unsicherere Nachweise ohne Belege
Insecta,Trichoptera,Brachycentridae,Micrasema,minimum,"Micrasema minimum McLachlan, 1876",-,RE,,Einziger Nachweis 1900; grosse Flüsse Mittelland
Insecta,Trichoptera,Brachycentridae,Micrasema,morosum,"Micrasema morosum (McLachlan, 1868)",-,NT,,
Insecta,Trichoptera,Brachycentridae,Micrasema,setiferum,"Micrasema setiferum (Pictet, 1834)",-,EN,"B2a, b(i.ii,iii,iv)",Flüsse
Insecta,Trichoptera,Limnephilidae,Micropterna,fissa,"Micropterna fissa (McLachlan, 1875)",-,VU,"B2a, b(ii)",
Insecta,Trichoptera,Limnephilidae,Micropterna,lateralis,"Micropterna lateralis (Stephens, 1837)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Micropterna,nycterobia,"Micropterna nycterobia McLachlan, 1875",-,NT,,
Insecta,Trichoptera,Limnephilidae,Micropterna,sequax,"Micropterna sequax McLachlan, 1875",-,LC,,
Insecta,Trichoptera,Limnephilidae,Micropterna,testacea,"Micropterna testacea (Gmelin, 1789)",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Microptila,minutissima,"Microptila minutissima Ris, 1897",-,RE,,"Einziger Nachweis 1888, Quellbäche"
Insecta,Trichoptera,Molannidae,Molanna,albicans,"Molanna albicans (Zetterstedt, 1840)",-,VU,"B2a, b(i,ii,iv)","Seen, nordische Art, spätglazialies Relikt"
Insecta,Trichoptera,Molannidae,Molanna,angustata,"Molanna angustata Curtis, 1834",-,LC,,
Insecta,Trichoptera,Leptoceridae,Mystacides,azurea,"Mystacides azurea (Linnaeus, 1761)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Mystacides,longicornis,"Mystacides longicornis (Linnaeus, 1758)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Mystacides,nigra,"Mystacides nigra (Linnaeus, 1758)",-,EN,"B2a, b(i,ii,iiii,v)",Flüsse und Seen
Insecta,Trichoptera,Limnephilidae,Nemotaulius,punctatolineatus,"Nemotaulius punctatolineatus Retzius, 1783",-,CR,"B2a, b(i,ii,iii,iv)",Pflanzenreiche kleine Seen
Insecta,Trichoptera,Polycentropodidae,Neureclipsis,bimaculata,"Neureclipsis bimaculata (Linnaeus, 1758)",-,LC,,
Insecta,Trichoptera,Sericostomatidae,Notidobia,ciliaris,"Notidobia ciliaris (Linnaeus, 1761)",-,VU,"B2a, b(ii,iii)","Quellbäche, Epirhithral"
Insecta,Trichoptera,Odontoceridae,Odontocerum,albicorne,"Odontocerum albicorne (Scopoli, 1763)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Oecetis,furva,"Oecetis furva (Rambur, 1842)",-,VU,"B2a, b(i,ii,iii)","Flüsse, Seen, Altläufe"
Insecta,Trichoptera,Leptoceridae,Oecetis,lacustris,"Oecetis lacustris (Pictet, 1834)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Oecetis,notata,"Oecetis notata (Rambur, 1842)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Oecetis,ochracea,"Oecetis ochracea (Curtis, 1825)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Oecetis,testacea,"Oecetis testacea (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Sericostomatidae,Oecismus,monedula,"Oecismus monedula (Hagen, 1859)",-,DD,,"zwei Nachweise, letzmals 2003"
Insecta,Trichoptera,Phryganeidae,Oligostomis,reticulata,"Oligostomis reticulata (Linnaeus, 1761)",-,EN,"B2a, b(i,ii,iii,iv)","Moore, auch austrocknende Gewässer"
Insecta,Trichoptera,Phryganeidae,Oligotricha,striata,"Oligotricha striata (Linnaeus, 1758)",-,NT,,
Insecta,Trichoptera,Hydroptilidae,Orthotrichia,angustella,"Orthotrichia angustella McLachlan, 1865",-,RE,,letzter Nachweis 1914; Flüsse Mittelland
Insecta,Trichoptera,Hydroptilidae,Orthotrichia,costalis,"Orthotrichia costalis (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Orthotrichia,tragetti,"Orthotrichia tragetti Mosely, 1930",-,DD,,einziger Nachweis 2010
Insecta,Trichoptera,Hydroptilidae,Oxyethira,falcata,"Oxyethira falcata Morton, 1893",-,CR,"B2a, b(i,ii,iii,iv)","Quellen, Quellbäche"
Insecta,Trichoptera,Hydroptilidae,Oxyethira,flavicornis,"Oxyethira flavicornis Pictet, 1834",-,LC,,
Insecta,Trichoptera,Hydroptilidae,Oxyethira,frici,Oxyethira frici Klapalek 1891,-,NE,,"Literaturnachweis (Ris, 1893)"
Insecta,Trichoptera,Hydroptilidae,Oxyethira,sagittifera,"Oxyethira sagittifera Ris, 1897",-,NE,,"Literaturnachweis (Ris, 1897)"
Insecta,Trichoptera,Hydroptilidae,Oxyethira,simplex,"Oxyethira simplex Ris, 1897",-,RE,,Letzter Nachweis 1944
Insecta,Trichoptera,Limnephilidae,Parachiona,picicornis,"Parachiona picicornis (Pictet, 1834)",-,NT,,
Insecta,Trichoptera,Philopotamidae,Philopotamus,ludificatus,"Philopotamus ludificatus McLachlan, 1878",-,LC,,
Insecta,Trichoptera,Philopotamidae,Philopotamus,montanus,"Philopotamus montanus (Donovan, 1813)",-,VU,"B2a, b(ii,iii)",Kleine Bäche bis in mittlere Höhenlagen
Insecta,Trichoptera,Philopotamidae,Philopotamus,variegatus,"Philopotamus variegatus (Scopoli, 1763)",-,LC,,
Insecta,Trichoptera,Phryganeidae,Phryganea,bipunctata,"Phryganea bipunctata Retzius, 1783",-,NT,,
Insecta,Trichoptera,Phryganeidae,Phryganea,grandis,"Phryganea grandis Linnaeus, 1758",-,LC,,
Insecta,Trichoptera,Limnephilidae,Platyphylax,frauenfeldi,"Platyphylax frauenfeldi (Brauer, 1857)",-,RE,,"Einziger Nachweis 1888, grosse Flüsse"
Insecta,Trichoptera,Polycentropodidae,Plectrocnemia,appennina,"Plectrocnemia appennina McLachlan, 1884",-,EN,"B2a, b(i,ii,iv)","Quellbäche, Bäche"
Insecta,Trichoptera,Polycentropodidae,Plectrocnemia,brevis,"Plectrocnemia brevis McLachlan, 1871",-,NT,,
Insecta,Trichoptera,Polycentropodidae,Plectrocnemia,conspersa,"Plectrocnemia conspersa (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Polycentropodidae,Plectrocnemia,geniculata,"Plectrocnemia geniculata McLachlan, 1871",-,NT,,
Insecta,Trichoptera,Polycentropodidae,Polycentropus,corniger,"Polycentropus corniger McLachlan, 1884",-,EN,"B2a, b(iii)",
Insecta,Trichoptera,Polycentropodidae,Polycentropus,excisus,"Polycentropus excisus Klapalek, 1894",-,NT,,
Insecta,Trichoptera,Polycentropodidae,Polycentropus,flavomaculatus,"Polycentropus flavomaculatus (Pictet, 1834)",-,LC,,
Insecta,Trichoptera,Polycentropodidae,Polycentropus,irroratus,"Polycentropus irroratus Curtis, 1835",-,VU,"B2a, b(i,ii,iii)",
Insecta,Trichoptera,Polycentropodidae,Polycentropus,kingi,"Polycentropus kingi McLachlan, 1881",-,CR,"B2a, b(i,ii,iv)",Kleine Bäche
Insecta,Trichoptera,Polycentropodidae,Polycentropus,morettii,"Polycentropus morettii Malicky, 1977",-,NT,,
Insecta,Trichoptera,Polycentropodidae,Polycentropus,schmidi,"Polycentropus schmidi Novak & Botosaneanu, 1965",-,DD,,Einziger Nachweis 2004
Insecta,Trichoptera,Limnephilidae,Potamophylax,cingulatus,"Potamophylax cingulatus (Stephens, 1837)",-,LC,,im Tessin die Unterart P.C. alpinus
Insecta,Trichoptera,Limnephilidae,Potamophylax,latipennis,"Potamophylax latipennis (Curtis, 1834)",-,LC,,
Insecta,Trichoptera,Limnephilidae,Potamophylax,luctuosus,"Potamophylax luctuosus Piller & Mitterpacher, 1783",-,EN,"B2a, b(i,ii, iii)","Quellbäche, Bäche"
Insecta,Trichoptera,Limnephilidae,Potamophylax,nigricornis,"Potamophylax nigricornis (Pictet, 1834)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Potamophylax,rotundipennis,"Potamophylax rotundipennis (Brauer, 1857)",-,EN,"B2a, b(iii)",
Insecta,Trichoptera,Limnephilidae,Pseudopsilopteryx,zimmeri,"Pseudopsilopteryx zimmeri (McLachlan, 1876)",-,LC,,
Insecta,Trichoptera,Psychomyiidae,Psychomyia,fragilis,"Psychomyia fragilis (Pictet, 1834)",-,EN,"B2 a, b(i,ii,iv)",Fliessgewässer und Seen
Insecta,Trichoptera,Psychomyiidae,Psychomyia,pusilla,"Psychomyia pusilla (Fabricius, 1781)",-,LC,,
Insecta,Trichoptera,Ptilocolepidae,Ptilocolepus,granulatus,"Ptilocolepus granulatus (Pictet, 1834)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Rhadicoleptus,alpestris,"Rhadicoleptus alpestris (Kolenati, 1848)",-,NT,,
Insecta,Trichoptera,Limnephilidae,Rhadicoleptus,ucenorum,"Rhadicoleptus ucenorum McLachlan, 1876",-,CR,"B2a, b(i,ii,iii,iv)","Moortümpel, hochalpin"
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,albardana,"Rhyacophila albardana McLachlan, 1879",-,NT,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,aquitanica,"Rhyacophila aquitanica McLachlan, 1879",-,EN,"B2a, b(ii,iv)",kleine Bäche
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,aurata,"Rhyacophila aurata Brauer, 1857",-,VU,"B2a, b(ii,iii)",kleine Bäche in tieferen Lagen
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,bonaparti,"Rhyacophila bonaparti Schmid, 1947",-,VU,"B2a, b(ii, iii)",Quellen
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,dorsalis,"Rhyacophila dorsalis (Curtis, 1834)",-,LC,,in der Schweiz Übergänge zw. R. d. dorsalis u. R. d. persimilis
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,fasciata,"Rhyacophila fasciata Hagen, 1859",-,LC,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,glareosa,"Rhyacophila glareosa McLachlan, 1867",-,NT,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,hirticornis,"Rhyacophila hirticornis McLachlan, 1879",-,NT,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,intermedia,"Rhyacophila intermedia McLachlan, 1868",-,LC,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,laevis,"Rhyacophila laevis Pictet, 1834",-,VU,"B2a, b(ii, iii)",Quellen
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,meyeri,"Rhyacophila meyeri McLachlan, 1879",-,VU,"B2a, b(iii)",Quellen
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,obliterata,"Rhyacophila obliterata McLachlan, 1863",-,DD,,einziger Nachweis 1995
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,orobica,"Rhyacophila orobica Moretti, 1991",-,CR,"B2a, b(i,iii,iv)","Quellen, Tessin"
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,pascoei,"Rhyacophila pascoei McLachlan, 1879",-,RE,,"Letzter Nachweis 1895, grosse Flüsse"
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,philopotamoides,"Rhyacophila philopotamoides McLachlan, 1879",-,VU,"B2a, b(ii, iii)",Quellen
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,praemorsa,"Rhyacophila praemorsa McLachlan, 1879",-,VU,"B2a, b(ii)",kleine Bäche
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,pubescens,"Rhyacophila pubescens Pictet, 1834",-,LC,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,rectispina,"Rhyacophila rectispina McLachlan, 1884",-,NT,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,simulatrix,"Rhyacophila simulatrix McLachlan, 1879",-,CR,"B2a, b(iii)","Alpen, in der Schweiz nur die Unterart R.s.vinconi"
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,stigmatica,"Rhyacophila stigmatica (Kolenati, 1859)",-,VU,"B2a, b(iii)","Quellen, kl. Bäche"
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,torrentium,"Rhyacophila torrentium Pictet, 1834",-,LC,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,tristis,"Rhyacophila tristis Pictet, 1834",-,LC,,
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,vulgaris,"Rhyacophila vulgaris Pictet, 1834",-,LC,,
Insecta,Trichoptera,Sericostomatidae,Sericostoma,flavicorne,"Sericostoma flavicorne Schneider, 1845",-,NT,,
Insecta,Trichoptera,Sericostomatidae,Sericostoma,galeatum,"Sericostoma galeatum Rambur, 1842",-,EN,"B2a, b(i,ii,iii,iv)",Seen
Insecta,Trichoptera,Sericostomatidae,Sericostoma,personatum,"Sericostoma personatum (Kirby & Spence, 1862)",-,LC,,
Insecta,Trichoptera,Leptoceridae,Setodes,argentipunctellus,"Setodes argentipunctellus McLachlan, 1877",-,LC,,
Insecta,Trichoptera,Leptoceridae,Setodes,punctatus,"Setodes punctatus (Fabricius, 1793)",-,LC,,
Insecta,Trichoptera,Goeridae,Silo,nigricornis,"Silo nigricornis (Pictet, 1834)",-,LC,,
Insecta,Trichoptera,Goeridae,Silo,pallipes,"Silo pallipes (Fabricius, 1781)",-,LC,,
Insecta,Trichoptera,Goeridae,Silo,piceus,"Silo piceus (Brauer, 1857)",-,VU,"B2a,b(i,iii)",Grössere Fliessgewässer
Insecta,Trichoptera,Hydroptilidae,Stactobia,eatoniella,"Stactobia eatoniella McLachlan, 1880",-,RE,,"Letzter Nachweis 1944, Quellbäche"
Insecta,Trichoptera,Hydroptilidae,Stactobia,furcata,"Stactobia furcata Mosely, 1930",-,DD,,einziger Nachweis 1991
Insecta,Trichoptera,Hydroptilidae,Stactobia,moselyi,"Stactobia moselyi Kimmins, 1949",-,EN,"B2a, b(i,ii,iv)","Quellen, ausschliesslich hygropterisch"
Insecta,Trichoptera,Hydroptilidae,Stactobiella,risi,"Stactobiella risi (Felber, 1908)",-,RE,,"letzter Nachweis 1908, Quellbäche"
Insecta,Trichoptera,Limnephilidae,Stenophylax,mitis,"Stenophylax mitis McLachlan, 1875",-,LC,,
Insecta,Trichoptera,Limnephilidae,Stenophylax,mucronatus,"Stenophylax mucronatus McLachlan, 1880",-,EN,"B2a, b(i,ii,iii,iv)",
Insecta,Trichoptera,Limnephilidae,Stenophylax,permistus,"Stenophylax permistus McLachlan, 1895",-,LC,,
Insecta,Trichoptera,Limnephilidae,Stenophylax,vibex,"Stenophylax vibex (Curtis, 1834)",-,NT,,
Insecta,Trichoptera,Glossosomatidae,Synagapetus,dubitans,"Synagapetus dubitans McLachlan, 1879",-,NT,,
Insecta,Trichoptera,Glossosomatidae,Synagapetus,iridipennis,"Synagapetus iridipennis McLachlan, 1879",-,VU,"B2a, b(ii, iii)",Quellen
Insecta,Trichoptera,Psychomyiidae,Tinodes,antonioi,"Tinodes antonioi Botosaneanu & Taticchi-Vigano, 1974",-,EN,"B2a, b(iii)",Tessin
Insecta,Trichoptera,Psychomyiidae,Tinodes,assimilis,"Tinodes assimilis McLachlan, 1865",-,DD,"B2a,b(iii)","Quellen, Quellbäche, hygropetrisch"
Insecta,Trichoptera,Psychomyiidae,Tinodes,dives,"Tinodes dives (Pictet, 1834)",-,LC,,
Insecta,Trichoptera,Psychomyiidae,Tinodes,luscinia,"Tinodes luscinia Ris, 1903",-,EN,"B2a, b(iii)",Tessin
Insecta,Trichoptera,Psychomyiidae,Tinodes,maclachlani,"Tinodes maclachlani Kimmins, 1966",-,VU,"B2a, b(iii)","Quellbäche, Epirhithral"
Insecta,Trichoptera,Psychomyiidae,Tinodes,maculicornis,"Tinodes maculicornis (Pictet, 1834)",-,VU,"B2a, b(iii)","Stehende und fliessende Gewässer, auch hygropetrisch"
Insecta,Trichoptera,Psychomyiidae,Tinodes,pallidulus,"Tinodes pallidulus McLachlan, 1878",-,EN,"B2a, b(i, ii,iii,iv)","Kleine Bäche, Giessen"
Insecta,Trichoptera,Psychomyiidae,Tinodes,rostocki,"Tinodes rostocki McLachlan, 1878",-,NT,,
Insecta,Trichoptera,Psychomyiidae,Tinodes,sylvia,"Tinodes sylvia Ris, 1903",-,CR,"B2a, b(i,ii,iii,iv)","Quellen, Tessin"
Insecta,Trichoptera,Psychomyiidae,Tinodes,unicolor,"Tinodes unicolor (Pictet, 1834)",-,LC,,
Insecta,Trichoptera,Psychomyiidae,Tinodes,waeneri,"Tinodes waeneri (Linnaeus, 1758)",-,LC,,
Insecta,Trichoptera,Psychomyiidae,Tinodes,zelleri,"Tinodes zelleri McLachlan, 1878",-,VU,"B2a, b( iii)","Quellen, hygropetrisch"
Insecta,Trichoptera,Leptoceridae,Triaenodes,bicolor,"Triaenodes bicolor (Curtis, 1834)",-,CR,"B2a, b(i,ii,iii,iv)","Moore, pflanzenreiche Stillgewässer"
