GROUP,ORDER,FAMILY,GENUS,SPECIES SSP,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
4 familles de coléoptères,Coleoptera,Buprestidae,Dicerca,moesta,"Dicerca moesta (Fabricius, 1792)",,CR,"B2ab(i,ii,iv)",
4 familles de coléoptères,Coleoptera,Buprestidae,Eurythyrea,quercus,"Eurythyrea quercus (Herbst, 1780)",Goldgrüner Eichen-Prachtkäfer,CR,"B2ab(i,ii,iii,iv)",Urwaldrelikt
4 familles de coléoptères,Coleoptera,Buprestidae,Habroloma,nanum,"Habroloma nanum (Paykull, 1799)",Blutstorchschnabel-Prachtkäfer,VU,"B2ab(i,iii)",
4 familles de coléoptères,Coleoptera,Buprestidae,Lamprodila,decipiens,"Lamprodila decipiens (Gebler, 1847)",Grosser Weiden-Prachtkäfer,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Buprestidae,Lamprodila,festiva,"Lamprodila festiva (Linnaeus, 1767)",Grüner Wacholder-Prachtkäfer,LC,,
4 familles de coléoptères,Coleoptera,Buprestidae,Lamprodila,mirifica,"Lamprodila mirifica (Mulsant, 1855)",Grosser Ulmen-Prachtkäfer,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Lamprodila,rutilans,"Lamprodila rutilans (Fabricius, 1777)",Grosser Linden-Prachtkäfer,VU,B2ab(iii),
4 familles de coléoptères,Coleoptera,Buprestidae,Melanophila,acuminata,"Melanophila acuminata (De Geer, 1774)",Schwarzer Feuer-Prachtkäfer,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Meliboeus,amethystinus,"Meliboeus amethystinus (A. G. Olivier, 1790)",Blauer Distel-Prachtkäfer,DD,,Einzige Fundmeldung in der Schweiz von 1972
4 familles de coléoptères,Coleoptera,Buprestidae,Meliboeus,fulgidicollis,"Meliboeus fulgidicollis (P. H. Lucas, 1846)",Nalanda-Prachtkäfer,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Buprestidae,Phaenops,cyaneus,"Phaenops cyaneus (Fabricius, 1775)",Blauer Kiefer-Prachtkäfer,LC,,
4 familles de coléoptères,Coleoptera,Buprestidae,Phaenops,formaneki,"Phaenops formaneki Jacobson, 1913",Moorkiefern-Prachtkäfer,VU,B2a,Isolierte Schweizer Populationen
4 familles de coléoptères,Coleoptera,Buprestidae,Poecilonota,variolosa,"Poecilonota variolosa (Paykull, 1799)",Grosser Pappel-Prachtkäfer,VU,"B2ab(i,iii)",
4 familles de coléoptères,Coleoptera,Buprestidae,Ptosima,undecimmaculata,"Ptosima undecimmaculata (Herbst, 1784)",Schlehen-Prachtkäfer,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Buprestidae,Sphenoptera,laportei,"Sphenoptera laportei Saunders, 1871",,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachypteris,picta,"Trachypteris picta (Fabricius, 1787)",,CR,"B2ab(i,ii,iii,iv)",Zurzeit nur im Genfer Becken
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,fragariae,"Trachys fragariae Brisout de Barneville, 1874",Erdbeer-Prachtkäfer,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,menthae,"Trachys menthae Bedel, 1921",,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,minuta,"Trachys minuta (Linnaeus, 1758)",Laubholz-Kleinprachtkäfer,LC,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,quercicola,"Trachys quercicola Marseul, 1871",,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,scrobiculata,"Trachys scrobiculata Kiesenwetter, 1857",Gundermann-Prachtkäfer,DD,,
4 familles de coléoptères,Coleoptera,Buprestidae,Trachys,troglodytes,"Trachys troglodytes Gyllenhal, 1817",Karden-Prachtkäfer,VU,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Acanthocinus,aedilis,"Acanthocinus aedilis (Linnaeus, 1758)","Gemeiner Zimmerbock, Zimmermannsbock",EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Acanthocinus,griseus,"Acanthocinus griseus (Fabricius, 1792)",Braunbindiger Zimmerbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Acanthocinus,reticulatus,"Acanthocinus reticulatus (Razoumowsky, 1789)",Gerippter Zimmerbock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Acmaeops,marginatus,"Acmaeops marginatus (Fabricius, 1781)",Gelbrandiger Kugelhalsbock,VU,B2a,"Nur im Wallis, isolierte Schweizer Population"
4 familles de coléoptères,Coleoptera,Cerambycidae,Acmaeops,pratensis,"Acmaeops pratensis (Laicharting, 1784)",Gelbbrauner Kugelhalsbock,VU,"B2b(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Acmaeops,septentrionis,"Acmaeops septentrionis C.G. Thomson, 1866",Schwarzer Kugelhalsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Aegomorphus,clavipes,"Aegomorphus clavipes (Schrank, 1781)",Scheckenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Aegosoma,scabricorne,"Aegosoma scabricorne (Scopoli, 1763)",Körnerbock,EN,"B2ab(i,ii,iii,iv)",Urwaldrelikt
4 familles de coléoptères,Coleoptera,Cerambycidae,Agapanthia,cardui,"Agapanthia cardui (Linnaeus, 1767)",Distelbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Agapanthia,intermedia,"Agapanthia intermedia Ganglbauer, 1884",,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Agapanthia,villosoviridescens,"Agapanthia villosoviridescens (De Geer, 1775)","Bärenklaubock, Scheckhornbock",LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Alosterna,tabacicolor,"Alosterna tabacicolor (De Geer, 1775)",Feldahorn-Bock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anaesthetis,testacea,"Anaesthetis testacea (Fabricius, 1781)",Kragenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anaglyptus,gibbosus,"Anaglyptus gibbosus (Fabricius, 1787)",,VU,"B2b(i,ii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Anaglyptus,mysticus,"Anaglyptus mysticus (Linnaeus, 1758)",Zierbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anastrangalia,dubia,"Anastrangalia dubia (Scopoli, 1763)","Schwarzrandiger Halsbock, Zweifelhafter Halsbock",LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anastrangalia,reyi,"Anastrangalia reyi (Heyden, 1889)",Gebirgs-Halsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anastrangalia,sanguinolenta,"Anastrangalia sanguinolenta (Linnaeus, 1760)",Blutroter Halsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anisarthron,barbipes,"Anisarthron barbipes (Schrank, 1781)",Rosthaar-Bock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Anisorus,quercus,"Anisorus quercus (Götz, 1783)",Schwarzer Buntschienenbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Anoplodera,rufipes,"Anoplodera rufipes (Schaller, 1783)",Rotbeiniger Halsbock,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Anoplodera,sexguttata,"Anoplodera sexguttata (Fabricius, 1775)","Sechstropfiger Halsbock, Gefleckter Halsbock",LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Arhopalus,ferus,"Arhopalus ferus (Mulsant, 1839)",Schwarzbrauner Halsgrubenbock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Arhopalus,rusticus,"Arhopalus rusticus (Linnaeus, 1758)",Haaraugen Halsgrubenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Aromia,moschata,"Aromia moschata (Linnaeus, 1758)",Moschusbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Asemum,striatum,"Asemum striatum (Linnaeus, 1758)",Düsterbock,VU,"B2ab(i,ii)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Brachypteroma,ottomanum,"Brachypteroma ottomanum Heyden, 1863",,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Brachyta,interrogationis,"Brachyta interrogationis (Linnaeus, 1758)",Schwarzhörniger Fleckenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Calamobius,filum,"Calamobius filum (Rossi, 1790)",Getreidebock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Callidium,aeneum,"Callidium aeneum (De Geer, 1775)",Metallischer Scheibenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Callidium,coriaceum,"Callidium coriaceum Paykull, 1800",Fichten-Scheibenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Callidium,violaceum,"Callidium violaceum (Linnaeus, 1758)",Blauer Scheibenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Callimus,angulatus,"Callimus angulatus (Schrank, 1789)",Schmaldeckenbock,VU,B2ab(iii),Nur in den Südalpen (Tessin)
4 familles de coléoptères,Coleoptera,Cerambycidae,Cerambyx,cerdo,"Cerambyx cerdo Linnaeus, 1758","Grosser Eichenbock, Heldbock",CR,"B2ab(i,ii,iii,iv)",Urwaldrelikt
4 familles de coléoptères,Coleoptera,Cerambycidae,Cerambyx,miles,"Cerambyx miles Bonelli, 1812",,RE,,Letzter Schweizer Nachweis 1966
4 familles de coléoptères,Coleoptera,Cerambycidae,Cerambyx,scopolii,"Cerambyx scopolii Fuessly, 1775",Kleiner Spießbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,figuratus,"Chlorophorus figuratus (Scopoli, 1763)",Schulterfleckiger Wespenbock,VU,"B2ab(i,ii,iii)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,glabromaculatus,"Chlorophorus glabromaculatus (Goeze, 1777)",,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,herbstii,"Chlorophorus herbstii (Brahm, 1790)",Grünlichgelber Wespenbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,sartor,"Chlorophorus sartor (O. F. Müller, 1766)",Weißbindiger Widderbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,trifasciatus,"Chlorophorus trifasciatus (Fabricius, 1781)",,CR,"B2ab(i,ii,iii,iv)",Letzter Schweizer Nachweis 1990
4 familles de coléoptères,Coleoptera,Cerambycidae,Chlorophorus,varius,"Chlorophorus varius (O. F. Müller, 1766)","Variabler Wespenbock, Variabler Widderbock",EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Clytus,arietis,"Clytus arietis (Linnaeus, 1758)",Buchen-Widderbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Clytus,lama,"Clytus lama Mulsant, 1847",Nadelholz-Widderbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Clytus,rhamni,"Clytus rhamni Germar, 1817",Kreuzdorn-Widderbock,RE,,Letzter Schweizer Nachweis 1969
4 familles de coléoptères,Coleoptera,Cerambycidae,Clytus,tropicus,"Clytus tropicus (Panzer, 1795)",Wendekreis-Widderbock,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Cornumutila,lineata,"Cornumutila lineata (Letzner, 1844)",,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Cortodera,femorata,"Cortodera femorata (Fabricius, 1787)",Schwarzer Tiefaugenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Cortodera,humeralis,"Cortodera humeralis (Schaller, 1783)",Eichen-Tiefaugenbock,EN,"B2ab(iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Cyrtoclytus,capra,"Cyrtoclytus capra (Germar, 1824)",Alpenwespenbock,VU,"B2b(iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Deilus,fugax,"Deilus fugax (Olivier, 1790)",Ginsterbock,VU,"B2ab(ii,iii)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Dinoptera,collaris,"Dinoptera collaris (Linnaeus, 1758)",Rotschildiger Kugelhalsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Ergates,faber,"Ergates faber (Linnaeus, 1760)",Mulmbock,EN,"B2ab(i,iii)",Isolierte Schweizer Populationen
4 familles de coléoptères,Coleoptera,Cerambycidae,Etorofus,pubescens,"Etorofus pubescens (Fabricius, 1787)",Filzhaariger Halsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Evodinus,clathratus,"Evodinus clathratus (Fabricius, 1792)",Rostbeiniger Fleckenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Exocentrus,adspersus,"Exocentrus adspersus Mulsant, 1846",Weißgefleckter Wimperhornbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Exocentrus,lusitanus,"Exocentrus lusitanus (Linnaeus, 1767)",Linden-Wimperhornbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Exocentrus,punctipennis,"Exocentrus punctipennis Mulsant & Guillebeau, 1856",Rüstern-Wimperhornbock,VU,B2ab(iii),
4 familles de coléoptères,Coleoptera,Cerambycidae,Gaurotes,virginea,"Gaurotes virginea (Linnaeus, 1758)",Blaubock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Glaphyra,marmottani,"Glaphyra marmottani Brisout de Barneville, 1863",Marmottans Kurzdeckenbock,EN,B2ab(i),Isolierte Schweizer Populationen
4 familles de coléoptères,Coleoptera,Cerambycidae,Glaphyra,umbellatarum,"Glaphyra umbellatarum (Schreber, 1759)",Dolden-Kurzdeckenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Grammoptera,abdominalis,"Grammoptera abdominalis (Stephens, 1831)",Schwarzer Blütenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Grammoptera,ruficornis,"Grammoptera ruficornis (Fabricius, 1781)",Mattschwarzer Blütenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Grammoptera,ustulata,"Grammoptera ustulata (Schaller, 1783)",Eichen-Blütenbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Herophila,tristis,"Herophila tristis (Linnaeus, 1767)",Brauner Trauerbock,CR,"B2ab(i,ii,iii,iv)",Nur in den Südalpen (Tessin)
4 familles de coléoptères,Coleoptera,Cerambycidae,Hylotrupes,bajulus,"Hylotrupes bajulus (Linnaeus, 1758)",Hausbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Iberodorcadion,fuliginator,"Iberodorcadion fuliginator (Linnaeus, 1758)",Grauflügliger Erdbock,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Judolia,sexmaculata,"Judolia sexmaculata (Linnaeus, 1758)",Sechsfleckiger Halsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Lamia,textor,"Lamia textor (Linnaeus, 1758)",Weberbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Leioderes,kollari,"Leioderes kollari L. Redtenbacher, 1849",Kollars Scheibenbock,VU,B2a,"Nur im Wallis, isolierte Schweizer Population"
4 familles de coléoptères,Coleoptera,Cerambycidae,Leiopus,linnei,"Leiopus linnei Wallin, Nylander & Kvamme, 2009",Linnés Splintbock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Leiopus,nebulosus,"Leiopus nebulosus (Linnaeus, 1758)",Splintbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Leptura,aethiops,"Leptura aethiops Poda von Neuhaus, 1761",Schwarzer Halsbock,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Leptura,annularis,"Leptura annularis (Fabricius, 1801)",Bogenförmiger Halsbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Leptura,aurulenta,"Leptura aurulenta (Fabricius, 1792)",Goldhaariger Halsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Leptura,quadrifasciata,"Leptura quadrifasciata (Linnaeus, 1758)",Vierbindiger Halsbock,VU,B2b(iii),
4 familles de coléoptères,Coleoptera,Cerambycidae,Lepturobosca,virens,"Lepturobosca virens (Linnaeus, 1758)",Grüner Schmalbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Menesia,bipunctata,"Menesia bipunctata (Zoubkov, 1829)","Zweipunktiger Kreuzdornbock, Schwarzbock",VU,B2ab(iii),
4 familles de coléoptères,Coleoptera,Cerambycidae,Mesosa,curculionoides,"Mesosa curculionoides (Linnaeus, 1760)",Achtfleckiger-Augenfleckenbock,CR,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Mesosa,nebulosa,"Mesosa nebulosa (Fabricius, 1781)",Binden-Augenfleckenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Molorchus,minor,"Molorchus minor (Linnaeus, 1758)",Weißlinierter Kurzdeckenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Monochamus,galloprovincialis,"Monochamus galloprovincialis (Olivier, 1795)",Bäckerbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Monochamus,sartor,"Monochamus sartor (Fabricius, 1787)",Schneiderbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Monochamus,sutor,"Monochamus sutor (Linnaeus, 1758)",Schusterbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Morimus,asper,"Morimus asper (Sulzer, 1776)",Grauer Trauerbock,CR,"B2ab(i,ii,iii,iv)",Nur in den Südalpen (Tessin)
4 familles de coléoptères,Coleoptera,Cerambycidae,Necydalis,major,"Necydalis major Linnaeus, 1758",Großer Wespenbock,EN,"B2ab(iii,iv)",Isolierte Schweizer Populationen
4 familles de coléoptères,Coleoptera,Cerambycidae,Necydalis,ulmi,"Necydalis ulmi Chevrolat, 1838",Panzers Wespenbock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Oberea,erythrocephala,"Oberea erythrocephala (Schrank, 1776)",Rotköpfiger Linienbock,VU,"B2ab(i,iii)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Oberea,linearis,"Oberea linearis (Linnaeus, 1760)",Haselbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Oberea,oculata,"Oberea oculata (Linnaeus, 1758)","Rothalsiger Linienbock, Weidenbock",LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Oberea,pedemontana,"Oberea pedemontana Chevrolat, 1856",Faulbaum-Linienbock,DD,,Nur in den Südalpen einheimisch
4 familles de coléoptères,Coleoptera,Cerambycidae,Oberea,pupillata,"Oberea pupillata Gyllenhal, 1817",Geißblatt-Linienbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Obrium,brunneum,"Obrium brunneum (Fabricius, 1792)","Rostbeiniger Flachdeckenbock, Gemeiner Reisigbock",LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Obrium,cantharinum,"Obrium cantharinum (Linnaeus, 1767)",Dunkelbeiniger Flachdeckenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Oplosia,cinerea,"Oplosia cinerea (Mulsant, 1839)",Lindenbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Opsilia,coerulescens,"Opsilia coerulescens (Scopoli, 1763)",Natternkopf-Walzenhalsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Oxymirus,cursor,"Oxymirus cursor (Linnaeus, 1758)",Schulterbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Pachyta,lamed,"Pachyta lamed (Linnaeus, 1758)",Schwarzrandiger Vierfleckenbock,EN,"B2ab(i,ii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Pachyta,quadrimaculata,"Pachyta quadrimaculata (Linnaeus, 1758)",Vierfleckenbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Pachytodes,cerambyciformis,"Pachytodes cerambyciformis (Schrank, 1781)",Breiter Halsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Parmena,balteus,"Parmena balteus (Linnaeus, 1767)",Efeubock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Parmena,unifasciata,"Parmena unifasciata (Rossi, 1790)",,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Pedostrangalia,revestita,"Pedostrangalia revestita (Linnaeus, 1767)",Rotgelber Buchen-Halsbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Phymatodes,rufipes,"Phymatodes rufipes (Fabricius, 1777)","Rotbeiniger Schönbock, Rotbeiniger Scheibenbock",VU,B2ab(iii),
4 familles de coléoptères,Coleoptera,Cerambycidae,Phymatodes,testaceus,"Phymatodes testaceus (Linnaeus, 1758)",Veränderlicher Schönbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,affinis,"Phytoecia affinis (Harrer, 1784)",Schwarzfüßiger Walzenhalsbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,cylindrica,"Phytoecia cylindrica (Linnaeus, 1758)",Zylindrischer Walzenhalsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,icterica,"Phytoecia icterica (Schaller, 1783)","Pastinak-Walzenhalsbock, Pastinakböckchen",DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,nigricornis,"Phytoecia nigricornis (Fabricius, 1782)","Schwarzhörniger Walzenhalsbock, Schwarzgrauer Walzenhals-Bock",VU,"B2ab(i,ii,iii)",Walliser Population weniger unter Druck
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,pustulata,"Phytoecia pustulata (Schrank, 1776)","Schafgarbe-Walzenhalsbock, Schafgarbenböckchen",VU,"B2b(ii,iii)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Phytoecia,virgula,"Phytoecia virgula (Charpentier, 1825)",Südlicher Walzenhalsbock,CR,"B2ab(i,ii,iii,iv)",Nur in den Südalpen (Südtessin)
4 familles de coléoptères,Coleoptera,Cerambycidae,Pidonia,lurida,"Pidonia lurida (Fabricius, 1792)",Schnürhalsbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Plagionotus,arcuatus,"Plagionotus arcuatus (Linnaeus, 1758)",Eichen-Rindenwidderbock,LC,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Plagionotus,detritus,"Plagionotus detritus (Linnaeus, 1758)",Bunter Rinden-Widderbock,EN,"B2ab(i,ii,iii,iv)",
4 familles de coléoptères,Coleoptera,Cerambycidae,Plagionotus,floralis,"Plagionotus floralis (Pallas, 1773)",Kleiner Rinden-Widderbock,DD,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Poecilium,alni,"Poecilium alni (Linnaeus, 1767)",Kleiner Schönbock,NT,,
4 familles de coléoptères,Coleoptera,Cerambycidae,Poecilium,glabratum,"Poecilium glabratum (Charpentier, 1825)",Wacholderbock,EN,"B2ab(ii,iii,iv)",Isolierte Schweizer Populationen
4 familles de coléoptères,Coleoptera,Cerambycidae,Poecilium,lividum,"Poecilium lividum (Rossi, 1794)",Rotschildiger Schönbock,DD,,
