ID_ISFS,GROUP,FAMILY,GENUS,SPECIES SSP,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
236000,Dicotyledones,Asteraceae,Leucanthemopsis,alpina,Leucanthemopsis alpina,Gewöhnliche Alpenmargerite,LC,,Die Art enthält mehrere bewertete Unterarten
236020,Dicotyledones,Asteraceae,Leucanthemopsis,alpina subsp. alpina,Leucanthemopsis alpina subsp. alpina,Alpen-Margerite,LC,,
236030,Dicotyledones,Asteraceae,Leucanthemopsis,alpina subsp. minima,Leucanthemopsis alpina subsp. minima,Kleine Alpen-Margerite,LC,,
236200,Dicotyledones,Asteraceae,Leucanthemum,adustum,Leucanthemum adustum,Berg-Wiesen-Margerite,LC,,
236400,Dicotyledones,Asteraceae,Leucanthemum,gaudinii,Leucanthemum gaudinii,Gaudins Wiesen-Margerite,LC,,
236500,Dicotyledones,Asteraceae,Leucanthemum,halleri,Leucanthemum halleri,Hallers Margerite,LC,,
236600,Dicotyledones,Asteraceae,Leucanthemum,heterophyllum,Leucanthemum heterophyllum,Verschiedenblättrige Wiesen-Margerite,VU,A2c,
236800,Dicotyledones,Asteraceae,Leucanthemum,vulgare,Leucanthemum vulgare,Gewöhnliche Wiesen-Margerite,LC,,
236905,Dicotyledones,Asteraceae,Leucanthemum,vulgare aggr. auct. helv.,Leucanthemum vulgare aggr. auct. helv.,Wiesen-Margerite,LC,,"Achtung: Das Aggregat enthält mehrere bewertete Arten, darunter auch gefährdete"
237000,Monocotyledones,Amaryllidaceae,Leucojum,aestivum,Leucojum aestivum,Sommerglöckchen,EN,"B2ab(iii,v)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
237100,Monocotyledones,Amaryllidaceae,Leucojum,vernum,Leucojum vernum,Märzenglöckchen,LC,,
237600,Dicotyledones,Apiaceae,Ligusticum,lucidum,Ligusticum lucidum,Glänzender Liebstock,EN,B2ab(iii); C1; C2a(i),
237800,Dicotyledones,Apiaceae,Ligusticum,mutellina,Ligusticum mutellina,Alpen-Liebstock,LC,,
237900,Dicotyledones,Apiaceae,Ligusticum,mutellinoides,Ligusticum mutellinoides,Zwerg-Liebstock,LC,,
238100,Dicotyledones,Oleaceae,Ligustrum,vulgare,Ligustrum vulgare,Gemeiner Liguster,LC,,
238195,Monocotyledones,Liliaceae,Lilium,bulbiferum,Lilium bulbiferum,Feuerlilie,NT,B2b(iii),"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
238200,Monocotyledones,Liliaceae,Lilium,bulbiferum subsp. bulbiferum,Lilium bulbiferum subsp. bulbiferum,Bulbillentragende Feuerlilie,VU,"B2ab(iii,iv); C2a(i)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
238300,Monocotyledones,Liliaceae,Lilium,bulbiferum subsp. croceum,Lilium bulbiferum subsp. croceum,Bulbillenlose Feuerlilie,NT,B2b(iii),
238500,Monocotyledones,Liliaceae,Lilium,martagon,Lilium martagon,Türkenbund,LC,,
238600,Monocotyledones,Orchidaceae,Limodorum,abortivum,Limodorum abortivum,Dingel,NT,B2b(iii),
238700,Dicotyledones,Plantaginaceae,Limosella,aquatica,Limosella aquatica,Schlammkraut,CR,A4c; C1,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
238800,Dicotyledones,Plantaginaceae,Linaria,alpina,Linaria alpina,Alpen-Leinkraut,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch potenziell gefährdete"
238900,Dicotyledones,Plantaginaceae,Linaria,alpina subsp. alpina,Linaria alpina subsp. alpina,Alpen-Leinkraut,LC,,
239000,Dicotyledones,Plantaginaceae,Linaria,alpina subsp. petraea,Linaria alpina subsp. petraea,Jura-Leinkraut,NT,"B2b(iii,v)",
239100,Dicotyledones,Plantaginaceae,Linaria,angustissima,Linaria angustissima,Italienisches Leinkraut,NT,B2b(iii),
239200,Dicotyledones,Plantaginaceae,Linaria,arvensis,Linaria arvensis,Acker-Leinkraut,NT,B2c(iii),
239800,Dicotyledones,Plantaginaceae,Linaria,repens,Linaria repens,Gestreiftes Leinkraut,NT,B2c(iii),
239900,Dicotyledones,Plantaginaceae,Linaria,simplex,Linaria simplex,Einfaches Leinkraut,NT,D2,In Ausbreitung
240300,Dicotyledones,Plantaginaceae,Linaria,vulgaris,Linaria vulgaris,Gemeines Leinkraut,LC,,
240400,Dicotyledones,Linderniaceae,Lindernia,procumbens,Lindernia procumbens,Liegendes Büchsenkraut,CR,B1ab(iii); B2ab(iii),
240600,Dicotyledones,Caprifoliaceae,Linnaea,borealis,Linnaea borealis,Moosglöckchen,LC,,
240700,Dicotyledones,Linaceae,Linum,alpinum,Linum alpinum,Alpen-Lein,LC,,
240900,Dicotyledones,Linaceae,Linum,austriacum,Linum austriacum,Österreicher Lein,NT,D2,Im Unterengadin vermutlich archäophytisch (nur diese für Einstufung verwendet)
241100,Dicotyledones,Linaceae,Linum,catharticum,Linum catharticum,Purgier-Lein,LC,,
241500,Dicotyledones,Linaceae,Linum,tenuifolium,Linum tenuifolium,Feinblättriger Lein,NT,B2b(iii),
241800,Monocotyledones,Orchidaceae,Liparis,loeselii,Liparis loeselii,Zwiebelorchis,VU,C1; C2a(i),
241900,Monocotyledones,Orchidaceae,Listera,cordata,Listera cordata,Kleines Zweiblatt,NT,A4c; B2b(ii),
242000,Monocotyledones,Orchidaceae,Listera,ovata,Listera ovata,Grosses Zweiblatt,LC,,
242200,Dicotyledones,Boraginaceae,Lithospermum,officinale,Lithospermum officinale,Echter Steinsame,NT,B2b(iii),
242400,Dicotyledones,Plantaginaceae,Littorella,uniflora,Littorella uniflora,Strandling,EN,C1,
242500,Monocotyledones,Liliaceae,Lloydia,serotina,Lloydia serotina,Faltenlilie,LC,,
242600,Dicotyledones,Ericaceae,Loiseleuria,procumbens,Loiseleuria procumbens,Alpenazalee,LC,,
242800,Monocotyledones,Poaceae,Lolium,perenne,Lolium perenne,Englisches Raygras,LC,,
242900,Monocotyledones,Poaceae,Lolium,remotum,Lolium remotum,Flachs-Lolch,CR(PE),,Ausgestorben - letzte Beobachtung 1975
243000,Monocotyledones,Poaceae,Lolium,rigidum,Lolium rigidum,Steifer Lolch,VU,A3c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
243100,Monocotyledones,Poaceae,Lolium,temulentum,Lolium temulentum,Taumel-Lolch,CR,B2ab(iii); C2a(i),
243200,Dicotyledones,Gentianaceae,Lomatogonium,carinthiacum,Lomatogonium carinthiacum,Kärntner Saumnarbe,EN,C2a(i),
243300,Dicotyledones,Caprifoliaceae,Lomelosia,graminifolia,Lomelosia graminifolia,Grasblättrige Skabiose,VU,C2a(i); D1,
243400,Dicotyledones,Caprifoliaceae,Lonicera,alpigena,Lonicera alpigena,Alpen-Heckenkirsche,LC,,
243500,Dicotyledones,Caprifoliaceae,Lonicera,caerulea,Lonicera caerulea,Blaue Heckenkirsche,LC,,
243700,Dicotyledones,Caprifoliaceae,Lonicera,etrusca,Lonicera etrusca,Etrusker Geissblatt,NT,C2a(i); D2,Nur im Wallis zwischen Fully und Saillon (vermutlich) einheimisch
243900,Dicotyledones,Caprifoliaceae,Lonicera,nigra,Lonicera nigra,Schwarze Heckenkirsche,LC,,
244000,Dicotyledones,Caprifoliaceae,Lonicera,periclymenum,Lonicera periclymenum,Wald-Geissblatt,LC,,
244200,Dicotyledones,Caprifoliaceae,Lonicera,xylosteum,Lonicera xylosteum,Rote Heckenkirsche,LC,,
244300,Dicotyledones,Fabaceae,Lotus,alpinus,Lotus alpinus,Alpen-Hornklee,LC,,
244400,Dicotyledones,Fabaceae,Lotus,corniculatus,Lotus corniculatus,Gewöhnlicher Hornklee,LC,,
244410,Dicotyledones,Fabaceae,Lotus,corniculatus aggr.,Lotus corniculatus aggr.,Gemeiner Hornklee,LC,,"Achtung: Das Aggregat enthält mehrere bewertete Arten, darunter auch potenziell gefährdete"
244800,Dicotyledones,Fabaceae,Lotus,maritimus,Lotus maritimus,Gelbe Spargelerbse,NT,B2b(iii),
244900,Dicotyledones,Fabaceae,Lotus,pedunculatus,Lotus pedunculatus,Sumpf-Hornklee,LC,,
245100,Dicotyledones,Fabaceae,Lotus,tenuis,Lotus tenuis,Schmalblättriger Hornklee,NT,B2c(iii),
245300,Dicotyledones,Onagraceae,Ludwigia,palustris,Ludwigia palustris,Heusenkraut,CR,C1,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
245500,Dicotyledones,Brassicaceae,Lunaria,rediviva,Lunaria rediviva,Wilde Mondviole,LC,,
245900,Monocotyledones,Juncaceae,Luzula,alpina,Luzula alpina,Alpen-Hainsimse,LC,,
246000,Monocotyledones,Juncaceae,Luzula,alpinopilosa,Luzula alpinopilosa,Braune Hainsimse,LC,,
246100,Monocotyledones,Juncaceae,Luzula,campestris,Luzula campestris,Feld-Hainsimse,LC,,
246400,Monocotyledones,Juncaceae,Luzula,forsteri,Luzula forsteri,Forsters Hainsimse,NT,B2b(ii),
246600,Monocotyledones,Juncaceae,Luzula,lutea,Luzula lutea,Gelbe Hainsimse,LC,,
246700,Monocotyledones,Juncaceae,Luzula,luzulina,Luzula luzulina,Gelbliche Hainsimse,LC,,
246800,Monocotyledones,Juncaceae,Luzula,luzuloides,Luzula luzuloides,Weissliche Hainsimse,LC,,Die Art enthält mehrere bewertete Unterarten
246900,Monocotyledones,Juncaceae,Luzula,luzuloides subsp. luzuloides,Luzula luzuloides subsp. luzuloides,Gewöhnliche Weissliche Hainsimse,LC,,
247050,Monocotyledones,Juncaceae,Luzula,luzuloides subsp. rubella,Luzula luzuloides subsp. rubella,Kupfer-Hainsimse,DD,,
247100,Monocotyledones,Juncaceae,Luzula,multiflora,Luzula multiflora,Vielblütige Hainsimse,LC,,
247150,Monocotyledones,Juncaceae,Luzula,multiflora aggr.,Luzula multiflora aggr.,Vielblütige Hainsimse,LC,,Das Aggregat enthält mehrere bewertete Arten
247300,Monocotyledones,Juncaceae,Luzula,nivea,Luzula nivea,Schneeweisse Hainsimse,LC,,
247500,Monocotyledones,Juncaceae,Luzula,pilosa,Luzula pilosa,Behaarte Hainsimse,LC,,
247600,Monocotyledones,Juncaceae,Luzula,sieberi,Luzula sieberi,Siebers Wald-Hainsimse,LC,,
247800,Monocotyledones,Juncaceae,Luzula,spicata,Luzula spicata,Ährige Hainsimse,LC,,
248100,Monocotyledones,Juncaceae,Luzula,sudetica,Luzula sudetica,Sudeten-Hainsimse,LC,,
248300,Monocotyledones,Juncaceae,Luzula,sylvatica,Luzula sylvatica,Gewöhnliche Wald-Hainsimse,LC,,
248400,Monocotyledones,Juncaceae,Luzula,sylvatica aggr.,Luzula sylvatica aggr.,Wald-Hainsimse,LC,,Das Aggregat enthält mehrere bewertete Arten
249400,Pteridophyta,Lycopodiaceae,Lycopodiella,inundata,Lycopodiella inundata,Moorbärlapp,VU,A4c; C1; C2a(i),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
249700,Pteridophyta,Lycopodiaceae,Lycopodium,annotinum,Lycopodium annotinum,Gewöhnlicher Wald-Bärlapp,LC,,
249900,Pteridophyta,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,Keulen-Bärlapp,NT,B2b(iii),
250900,Dicotyledones,Lamiaceae,Lycopus,europaeus,Lycopus europaeus,Europäischer Wolfsfuss,LC,,
251400,Dicotyledones,Primulaceae,Lysimachia,nemorum,Lysimachia nemorum,Hain-Gilbweiderich,LC,,
251500,Dicotyledones,Primulaceae,Lysimachia,nummularia,Lysimachia nummularia,Pfennigkraut,LC,,
251700,Dicotyledones,Primulaceae,Lysimachia,thyrsiflora,Lysimachia thyrsiflora,Strauss-Gilbweiderich,VU,A4c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
251800,Dicotyledones,Primulaceae,Lysimachia,vulgaris,Lysimachia vulgaris,Gemeiner Gilbweiderich,LC,,
251900,Dicotyledones,Lythraceae,Lythrum,hyssopifolia,Lythrum hyssopifolia,Ysopblättriger Weiderich,CR,B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
252000,Dicotyledones,Lythraceae,Lythrum,portula,Lythrum portula,Sumpfquendel,EN,D,
252100,Dicotyledones,Lythraceae,Lythrum,salicaria,Lythrum salicaria,Blut-Weiderich,LC,,
252400,Monocotyledones,Asparagaceae,Maianthemum,bifolium,Maianthemum bifolium,Zweiblättrige Schattenblume,LC,,
252600,Monocotyledones,Orchidaceae,Malaxis,monophyllos,Malaxis monophyllos,Einblatt,VU,C2a(i),
252900,Dicotyledones,Rosaceae,Malus,sylvestris,Malus sylvestris,Holz-Apfelbaum,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
253100,Dicotyledones,Malvaceae,Malva,alcea,Malva alcea,Sigmarswurz,LC,,
253300,Dicotyledones,Malvaceae,Malva,moschata,Malva moschata,Bisam-Malve,LC,,
253400,Dicotyledones,Malvaceae,Malva,neglecta,Malva neglecta,Kleine Malve,LC,,
253500,Dicotyledones,Malvaceae,Malva,sylvestris,Malva sylvestris,Wilde Malve,LC,,
253800,Dicotyledones,Lamiaceae,Marrubium,vulgare,Marrubium vulgare,Gemeiner Andorn,EN,B2ab(iii),
253900,Pteridophyta,Marsileaceae,Marsilea,quadrifolia,Marsilea quadrifolia,Kleefarn,CR,C1; C2a(ii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
254000,Dicotyledones,Asteraceae,Matricaria,chamomilla,Matricaria chamomilla,Echte Kamille,LC,,
254500,Pteridophyta,Onocleaceae,Matteuccia,struthiopteris,Matteuccia struthiopteris,Straussfarn,VU,C2a(i),Nur in den Südalpen einheimisch (für Einstufung berücksichtigt)
254700,Dicotyledones,Brassicaceae,Matthiola,valesiaca,Matthiola valesiaca,Walliser Levkoje,VU,C2a(i); D2,
255100,Dicotyledones,Fabaceae,Medicago,falcata,Medicago falcata,Gelbe Luzerne,NT,A4e,
255300,Dicotyledones,Fabaceae,Medicago,lupulina,Medicago lupulina,Hopfenklee,LC,,
255400,Dicotyledones,Fabaceae,Medicago,minima,Medicago minima,Zwerg-Schneckenklee,LC,,
256000,Dicotyledones,Fabaceae,Medicago,sativa,Medicago sativa,Saat-Luzerne,LC,,
256200,Dicotyledones,Orobanchaceae,Melampyrum,arvense,Melampyrum arvense,Acker-Wachtelweizen,VU,A4c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
256300,Dicotyledones,Orobanchaceae,Melampyrum,cristatum,Melampyrum cristatum,Kamm-Wachtelweizen,NT,B2b(iii),
256400,Dicotyledones,Orobanchaceae,Melampyrum,nemorosum,Melampyrum nemorosum,Hain-Wachtelweizen,EN,B1ab(ii); B1ab(ii),
256500,Dicotyledones,Orobanchaceae,Melampyrum,pratense,Melampyrum pratense,Wiesen-Wachtelweizen,LC,,
256600,Dicotyledones,Orobanchaceae,Melampyrum,sylvaticum,Melampyrum sylvaticum,Wald-Wachtelweizen,LC,,
256800,Monocotyledones,Poaceae,Melica,ciliata,Melica ciliata,Wimper-Perlgras,LC,,
256900,Monocotyledones,Poaceae,Melica,nutans,Melica nutans,Nickendes Perlgras,LC,,
257000,Monocotyledones,Poaceae,Melica,transsilvanica,Melica transsilvanica,Siebenbürgisches Perlgras,VU,"B2ab(ii,iii)",
257100,Monocotyledones,Poaceae,Melica,uniflora,Melica uniflora,Einblütiges Perlgras,LC,,
257200,Dicotyledones,Fabaceae,Melilotus,albus,Melilotus albus,Weisser Honigklee,LC,,
257300,Dicotyledones,Fabaceae,Melilotus,altissimus,Melilotus altissimus,Hoher Honigklee,LC,,
257600,Dicotyledones,Fabaceae,Melilotus,officinalis,Melilotus officinalis,Echter Honigklee,LC,,
257800,Dicotyledones,Lamiaceae,Melissa,officinalis,Melissa officinalis,Zitronen-Melisse,LC,,
257900,Dicotyledones,Lamiaceae,Melittis,melissophyllum,Melittis melissophyllum,Immenblatt,LC,,
258000,Dicotyledones,Lamiaceae,Mentha,aquatica,Mentha aquatica,Wasser-Minze,LC,,
258100,Dicotyledones,Lamiaceae,Mentha,arvensis,Mentha arvensis,Acker-Minze,LC,,
258200,Dicotyledones,Lamiaceae,Mentha,longifolia,Mentha longifolia,Ross-Minze,LC,,
258300,Dicotyledones,Lamiaceae,Mentha,pulegium,Mentha pulegium,Polei-Minze,EN,B2ab(iii); C2a(i),
258600,Dicotyledones,Lamiaceae,Mentha,suaveolens,Mentha suaveolens,Rundblättrige Minze,DD,,
258800,Dicotyledones,Menyanthaceae,Menyanthes,trifoliata,Menyanthes trifoliata,Fieberklee,LC,,
258900,Dicotyledones,Euphorbiaceae,Mercurialis,annua,Mercurialis annua,Einjähriges Bingelkraut,LC,,
259000,Dicotyledones,Euphorbiaceae,Mercurialis,ovata,Mercurialis ovata,Eiblättriges Bingelkraut,VU,D2,
259100,Dicotyledones,Euphorbiaceae,Mercurialis,perennis,Mercurialis perennis,Wald-Bingelkraut,LC,,
259200,Dicotyledones,Rosaceae,Mespilus,germanica,Mespilus germanica,Echte Mispel,VU,C2a(i),"Oft kultiviert, nur natürliche Vorkommen eingestuft, zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
259300,Dicotyledones,Apiaceae,Meum,athamanticum,Meum athamanticum,Bärenwurz,VU,A4cd; C2a(i),
259500,Dicotyledones,Asteraceae,Micropus,erectus,Micropus erectus,Falzblume,CR,B2ab(ii); C2a(ii),
259600,Monocotyledones,Poaceae,Micropyrum,tenellum,Micropyrum tenellum,Kies-Dünnschwingel,CR(PE),,Wahrscheinlich Ausgestorben - letzte gesicherte Angabe 1993. Seither trotz intensiver Suche nicht wiedergefunden
259800,Monocotyledones,Poaceae,Milium,effusum,Milium effusum,Waldhirse,LC,,Die Art enthält mehrere bewertete Unterarten
259830,Monocotyledones,Poaceae,Milium,effusum subsp. effusum L.,Milium effusum subsp. effusum L.,Waldhirse,LC,,
259860,Monocotyledones,Poaceae,Milium,effusum subsp. alpicola,Milium effusum subsp. alpicola,Alpen-Waldhirse,LC,,
260300,Dicotyledones,Caryophyllaceae,Minuartia,biflora,Minuartia biflora,Zweiblütige Miere,LC,,
260400,Dicotyledones,Caryophyllaceae,Minuartia,capillacea,Minuartia capillacea,Feinblättrige Miere,VU,D2,
260495,Dicotyledones,Caryophyllaceae,Minuartia,cherlerioides,Minuartia cherlerioides,Mannsschild-Miere,VU,C1; C2a(i),
261100,Dicotyledones,Caryophyllaceae,Minuartia,hybrida,Minuartia hybrida,Zarte Miere,LC,,In Ausbreitung
261200,Dicotyledones,Caryophyllaceae,Minuartia,laricifolia,Minuartia laricifolia,Lärchenblättrige Miere,LC,,
261400,Dicotyledones,Caryophyllaceae,Minuartia,recurva,Minuartia recurva,Krummblättrige Miere,LC,,
261450,Dicotyledones,Caryophyllaceae,Minuartia,rostrata,Minuartia rostrata,Geschnäbelte Miere,NT,A2c,
261500,Dicotyledones,Caryophyllaceae,Minuartia,rubra,Minuartia rubra,Büschelige Miere,NT,B2b(iii),
261600,Dicotyledones,Caryophyllaceae,Minuartia,rupestris,Minuartia rupestris,Felsen-Miere,LC,,
261700,Dicotyledones,Caryophyllaceae,Minuartia,sedoides,Minuartia sedoides,Zwerg-Miere,LC,,
261900,Dicotyledones,Caryophyllaceae,Minuartia,stricta,Minuartia stricta,Steife Miere,RE,,Ausgestorben - alte Literaturangaben und erfolgloser Versuch zur Wiederansiedlung
262000,Dicotyledones,Caryophyllaceae,Minuartia,verna,Minuartia verna,Frühlings-Miere,LC,,
262200,Dicotyledones,Caryophyllaceae,Minuartia,viscosa,Minuartia viscosa,Klebrige Miere,EN,B1ab(iii); B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
262300,Dicotyledones,Plantaginaceae,Misopates,orontium,Misopates orontium,Feld-Löwenmaul,VU,A2c; B2b(iv)c(iii),
262500,Dicotyledones,Caryophyllaceae,Moehringia,ciliata,Moehringia ciliata,Bewimperte Nabelmiere,LC,,
262900,Dicotyledones,Caryophyllaceae,Moehringia,muscosa,Moehringia muscosa,Moos-Nabelmiere,LC,,
263000,Dicotyledones,Caryophyllaceae,Moehringia,trinervia,Moehringia trinervia,Dreinervige Nabelmiere,LC,,
263100,Dicotyledones,Caryophyllaceae,Moenchia,erecta,Moenchia erecta,Vierzählige Weissmiere,RE,,Seit langem ausgestorben
263200,Dicotyledones,Caryophyllaceae,Moenchia,mantica,Moenchia mantica,Verona-Weissmiere,EN,C2a(i),
263300,Monocotyledones,Poaceae,Molinia,arundinacea,Molinia arundinacea,Rohr-Pfeifengras,LC,,
263400,Monocotyledones,Poaceae,Molinia,caerulea,Molinia caerulea,Blaues Pfeifengras,LC,,
263600,Dicotyledones,Apiaceae,Molopospermum,peloponnesiacum,Molopospermum peloponnesiacum,Striemensame,NT,C2a(i),
263700,Dicotyledones,Ericaceae,Moneses,uniflora,Moneses uniflora,Moosauge,LC,,
263800,Dicotyledones,Ericaceae,Monotropa,hypophegea,Monotropa hypophegea,Kahler Fichtenspargel,NT,A2c; B2b(ii),
263900,Dicotyledones,Ericaceae,Monotropa,hypopitys,Monotropa hypopitys,Gewöhnlicher Fichtenspargel,LC,,
264000,Dicotyledones,Ericaceae,Monotropa,hypopitys aggr.,Monotropa hypopitys aggr.,Fichtenspargel,LC,,"Achtung: Das Aggregat enthält mehrere bewertete Arten, darunter auch potenziell gefährdete"
264095,Dicotyledones,Montiaceae,Montia,fontana,Montia fontana,Bach-Quellkraut,VU,B1ab(iii); B2ab(iii); C2a(i),"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch stark gefährdete"
264100,Dicotyledones,Montiaceae,Montia,fontana subsp. fontana,Montia fontana subsp. fontana,Gewöhnliches Bach-Quellkraut,VU,B1ab(iii); B2ab(iii); C2a(i),
264200,Dicotyledones,Montiaceae,Montia,fontana subsp. amporitana,Montia fontana subsp. amporitana,Portugiesisches Bach-Quellkraut,CR(PE),,Ausgestorben - letzte Angabe 1921 am Lago Maggiore
264300,Dicotyledones,Montiaceae,Montia,fontana subsp. chondrosperma,Montia fontana subsp. chondrosperma,Kleines Bach-Quellkraut,CR,B1ab(iii); D,
265100,Dicotyledones,Brassicaceae,Murbeckiella,pinnatifida,Murbeckiella pinnatifida,Fiederrauke,NT,D2,
265200,Monocotyledones,Asparagaceae,Muscari,botryoides,Muscari botryoides,Kleine Traubenhyazinthe,VU,A3c,
265300,Monocotyledones,Asparagaceae,Muscari,comosum,Muscari comosum,Schopfige Traubenhyazinthe,LC,,
265400,Monocotyledones,Asparagaceae,Muscari,neglectum,Muscari neglectum,Weinberg-Traubenhyazinthe,DD,,Oft mit Muscari armeniacum (Neophyt in Ausbreitung) verwechselt
265450,Monocotyledones,Asparagaceae,Muscari,neglectum aggr.,Muscari neglectum aggr.,Weinberg-Traubenhyazinthe,NT,B2b(iii),Das Aggregat enthält mehrere bewertete Arten
265500,Monocotyledones,Asparagaceae,Muscari,racemosum,Muscari racemosum,Gemeine Traubenhyazinthe,DD,,Oft mit Muscari armeniacum (Neophyt in Ausbreitung) verwechselt
265700,Dicotyledones,Asteraceae,Mycelis,muralis,Mycelis muralis,Mauerlattich,LC,,
265800,Dicotyledones,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Alpen-Vergissmeinnicht,LC,,
265900,Dicotyledones,Boraginaceae,Myosotis,arvensis,Myosotis arvensis,Acker-Vergissmeinnicht,LC,,
266000,Dicotyledones,Boraginaceae,Myosotis,cespitosa,Myosotis cespitosa,Rasiges Vergissmeinnicht,VU,"B2b(iii)c(iii,iv)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
266100,Dicotyledones,Boraginaceae,Myosotis,decumbens,Myosotis decumbens,Niederliegendes Vergissmeinnicht,LC,,
266200,Dicotyledones,Boraginaceae,Myosotis,discolor,Myosotis discolor,Buntes Vergissmeinnicht,EN,B2ab(iii)c(iii),
266330,Dicotyledones,Boraginaceae,Myosotis,michaelae,Myosotis michaelae,Michaels Vergismeinnicht,LC,,
266360,Dicotyledones,Boraginaceae,Myosotis,minutiflora,Myosotis minutiflora,Kleinblütiges Vergissmeinnicht,VU,D2,
266400,Dicotyledones,Boraginaceae,Myosotis,nemorosa,Myosotis nemorosa,Hain-Vergissmeinnicht,LC,,
266600,Dicotyledones,Boraginaceae,Myosotis,ramosissima,Myosotis ramosissima,Hügel-Vergissmeinnicht,NT,B2b(iii),
266700,Dicotyledones,Boraginaceae,Myosotis,rehsteineri,Myosotis rehsteineri,Bodensee-Vergissmeinnicht,EN,B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
266800,Dicotyledones,Boraginaceae,Myosotis,scorpioides,Myosotis scorpioides,Sumpf-Vergissmeinnicht,LC,,
266900,Dicotyledones,Boraginaceae,Myosotis,stricta,Myosotis stricta,Sand-Vergissmeinnicht,NT,B2b(ii),
267100,Dicotyledones,Boraginaceae,Myosotis,sylvatica,Myosotis sylvatica,Wald-Vergissmeinnicht,LC,,
267300,Dicotyledones,Caryophyllaceae,Myosoton,aquaticum,Myosoton aquaticum,Wassermiere,LC,,
267400,Dicotyledones,Ranunculaceae,Myosurus,minimus,Myosurus minimus,Mäuseschwanz,CR,B1ab(iii); B2ab(iii),
267500,Dicotyledones,Tamaricaceae,Myricaria,germanica,Myricaria germanica,Deutsche Tamariske,VU,A3c; B2ab(iii)c(iv),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
267600,Dicotyledones,Haloragaceae,Myriophyllum,alterniflorum,Myriophyllum alterniflorum,Armblütiges Tausendblatt,EN,B2ab(iii),
267800,Dicotyledones,Haloragaceae,Myriophyllum,spicatum,Myriophyllum spicatum,Ähriges Tausendblatt,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
267900,Dicotyledones,Haloragaceae,Myriophyllum,verticillatum,Myriophyllum verticillatum,Quirlblütiges Tausendblatt,NT,A2c; B2b(iii),
268000,Dicotyledones,Apiaceae,Myrrhis,odorata,Myrrhis odorata,Süssdolde,LC,,
268200,Monocotyledones,Hydrocharitaceae,Najas,flexilis,Najas flexilis,Biegsames Nixenkraut,RE,,Ausgestorben - letzte Beobachtung 1921
268400,Monocotyledones,Hydrocharitaceae,Najas,marina,Najas marina,Grosses Nixenkraut,NT,B2b(ii),
268500,Monocotyledones,Hydrocharitaceae,Najas,minor,Najas minor,Kleines Nixenkraut,EN,C2a(i),
268700,Monocotyledones,Amaryllidaceae,Narcissus,poëticus,Narcissus poëticus,Weisse Garten-Narzisse,DD,,
268850,Monocotyledones,Amaryllidaceae,Narcissus,poëticus aggr.,Narcissus poëticus aggr.,Weisse Narzisse,NT,B2b(iii),Das Aggregat enthält mehrere bewertete Arten
268900,Monocotyledones,Amaryllidaceae,Narcissus,pseudonarcissus,Narcissus pseudonarcissus,Osterglocke,NT,A2c; B2b(iii),
269000,Monocotyledones,Amaryllidaceae,Narcissus,radiiflorus,Narcissus radiiflorus,Weisse Berg-Narzisse,NT,A2c; B2b(iii),
269400,Monocotyledones,Amaryllidaceae,Narcissus,x verbanensis,Narcissus x verbanensis,Langensee-Narzisse,VU,A3c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
