ID_ISFS,GROUP,FAMILY,GENUS,SPECIES SSP,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
100,Gymnosperma,Pinaceae,Abies,alba,Abies alba,Tanne,LC,,
300,Dicotyledones,Sapindaceae,Acer,campestre,Acer campestre,Feld-Ahorn,LC,,
600,Dicotyledones,Sapindaceae,Acer,opalus,Acer opalus,Schneeballblättriger Ahorn,LC,,
700,Dicotyledones,Sapindaceae,Acer,platanoides,Acer platanoides,Spitz-Ahorn,LC,,
800,Dicotyledones,Sapindaceae,Acer,pseudoplatanus,Acer pseudoplatanus,Berg-Ahorn,LC,,
900,Monocotyledones,Orchidaceae,Aceras,anthropophorum,Aceras anthropophorum,Ohnsporn,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
1000,Dicotyledones,Asteraceae,Achillea,atrata,Achillea atrata,Schwarze Schafgarbe,LC,,
1100,Dicotyledones,Asteraceae,Achillea,clavenae,Achillea clavenae,Clavenas Schafgarbe,VU,C2a(i) *,Nur im Südtessin einheimisch (für Einstufung berücksichtigt)
1200,Dicotyledones,Asteraceae,Achillea,collina,Achillea collina,Hügel-Wiesen-Schafgarbe,VU,A2c,
1500,Dicotyledones,Asteraceae,Achillea,erba-rotta subsp. moschata,Achillea erba-rotta subsp. moschata,Moschus-Schafgarbe,LC,,
1600,Dicotyledones,Asteraceae,Achillea,macrophylla,Achillea macrophylla,Grossblättrige Schafgarbe,LC,,
1700,Dicotyledones,Asteraceae,Achillea,millefolium,Achillea millefolium,Gewöhnliche Schafgarbe,LC,,
1705,Dicotyledones,Asteraceae,Achillea,millefolium aggr.,Achillea millefolium aggr.,Gewöhnliche Schafgarbe,LC,,"Achtung: Das Aggregat enthält mehrere bewertete Arten, darunter auch gefährdete"
1900,Dicotyledones,Asteraceae,Achillea,nana,Achillea nana,Zwerg-Schafgarbe,LC,,
2000,Dicotyledones,Asteraceae,Achillea,nobilis,Achillea nobilis,Edle Schafgarbe,NT,B2b(iii),
2150,Dicotyledones,Asteraceae,Achillea,pratensis,Achillea pratensis,Wiesen-Schafgarbe,DD,,Vorkommen in der Schweiz bisher nicht sicher belegt
2200,Dicotyledones,Asteraceae,Achillea,ptarmica,Achillea ptarmica,Sumpf-Schafgarbe,VU,A4c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
2300,Dicotyledones,Asteraceae,Achillea,roseoalba,Achillea roseoalba,Blassrote Wiesen-Schafgarbe,LC,,
2400,Dicotyledones,Asteraceae,Achillea,setacea,Achillea setacea,Feinblättrige Wiesen-Schafgarbe,LC,,
2500,Dicotyledones,Asteraceae,Achillea,stricta,Achillea stricta,Steife Wiesen-Schafgarbe,NT,B2b(iii),
2600,Dicotyledones,Asteraceae,Achillea,tomentosa,Achillea tomentosa,Gelbe Schafgarbe,NT,B1b(iii); B2b(iii),
2700,Monocotyledones,Poaceae,Achnatherum,calamagrostis,Achnatherum calamagrostis,Raugras,LC,,
2800,Dicotyledones,Lamiaceae,Acinos,alpinus,Acinos alpinus,Alpen-Steinquendel,LC,,
2900,Dicotyledones,Lamiaceae,Acinos,arvensis,Acinos arvensis,Feld-Steinquendel,LC,,
3100,Dicotyledones,Ranunculaceae,Aconitum,anthora,Aconitum anthora,Giftheil-Eisenhut,VU,D2,
3510,Dicotyledones,Ranunculaceae,Aconitum,lycoctonum,Aconitum lycoctonum,Gelber Eisenhut,LC,,Die Art enthält mehrere bewertete Unterarten
3520,Dicotyledones,Ranunculaceae,Aconitum,lycoctonum subsp. neapolitanum,Aconitum lycoctonum subsp. neapolitanum,Neapolitaner Eisenhut,LC,,
3530,Dicotyledones,Ranunculaceae,Aconitum,lycoctonum subsp. vulparia,Aconitum lycoctonum subsp. vulparia,Gelber Eisenhut,LC,,
3540,Dicotyledones,Ranunculaceae,Aconitum,napellus,Aconitum napellus,Blauer Eisenhut,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
3560,Dicotyledones,Ranunculaceae,Aconitum,napellus subsp. lusitanicum,Aconitum napellus subsp. lusitanicum,Portugiesischer Eisenhut,LC,,
3570,Dicotyledones,Ranunculaceae,Aconitum,napellus subsp. tauricum,Aconitum napellus subsp. tauricum,Tauern-Eisenhut,VU,D2,
3580,Dicotyledones,Ranunculaceae,Aconitum,napellus subsp. vulgare,Aconitum napellus subsp. vulgare,Gewöhnlicher Blauer Eisenhut,LC,,
4390,Dicotyledones,Ranunculaceae,Aconitum,variegatum,Aconitum variegatum,Gescheckter Eisenhut,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
4400,Dicotyledones,Ranunculaceae,Aconitum,variegatum subsp. variegatum,Aconitum variegatum subsp. variegatum,Gewöhnlicher Scheck-Eisenhut,VU,D2,
4600,Dicotyledones,Ranunculaceae,Aconitum,variegatum subsp. paniculatum,Aconitum variegatum subsp. paniculatum,Rispiger Scheck-Eisenhut,LC,,
4700,Dicotyledones,Ranunculaceae,Aconitum,variegatum subsp. rostratum,Aconitum variegatum subsp. rostratum,Geschnäbelter Scheck-Eisenhut,NT,C2a(i),
4800,Dicotyledones,Ranunculaceae,Aconitum,variegatum subsp. valesiacum,Aconitum variegatum subsp. valesiacum,Walliser Scheck-Eisenhut,LC,,
5200,Dicotyledones,Ranunculaceae,Actaea,spicata,Actaea spicata,Christophskraut,LC,,
5300,Dicotyledones,Campanulaceae,Adenophora,liliifolia,Adenophora liliifolia,Drüsenglocke,CR,D,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
5400,Dicotyledones,Asteraceae,Adenostyles,alliariae,Adenostyles alliariae,Grauer Alpendost,LC,,
5450,Dicotyledones,Asteraceae,Adenostyles,alpina,Adenostyles alpina,Kahler Alpendost,LC,,
5600,Dicotyledones,Asteraceae,Adenostyles,leucophylla,Adenostyles leucophylla,Filziger Alpendost,LC,,
5700,Pteridophyta,Pteridaceae,Adiantum,capillus-veneris,Adiantum capillus-veneris,Venushaar,VU,C2a(i),
5800,Dicotyledones,Ranunculaceae,Adonis,aestivalis,Adonis aestivalis,Sommer-Blutströpfchen,VU,"A4cd; B2ab(ii,iii)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
6100,Dicotyledones,Ranunculaceae,Adonis,flammea,Adonis flammea,Feuerrotes Blutströpfchen,EN,"A4cd; B1ab(ii,iii,iv); B2ab(ii,iii)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
6200,Dicotyledones,Ranunculaceae,Adonis,vernalis,Adonis vernalis,Frühlings-Adonis,VU,B1ab(iii); B2ab(iii); D2,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
6300,Dicotyledones,Adoxaceae,Adoxa,moschatellina,Adoxa moschatellina,Bisamkraut,LC,,
6800,Dicotyledones,Apiaceae,Aegopodium,podagraria,Aegopodium podagraria,Geissfuss,LC,,
7000,Dicotyledones,Brassicaceae,Aethionema,saxatile,Aethionema saxatile,Steintäschel,VU,B2ab(iii); C2a(i),
7150,Dicotyledones,Apiaceae,Aethusa,cynapioides,Aethusa cynapioides,Wald-Hundspetersilie,NT,C2a(i),
7200,Dicotyledones,Apiaceae,Aethusa,cynapium,Aethusa cynapium,Hundspetersilie,LC,,
7400,Dicotyledones,Rosaceae,Agrimonia,eupatoria,Agrimonia eupatoria,Kleiner Odermennig,LC,,
7600,Dicotyledones,Rosaceae,Agrimonia,procera,Agrimonia procera,Grosser Odermennig,VU,A2c,
8200,Dicotyledones,Caryophyllaceae,Agrostemma,githago,Agrostemma githago,Kornrade,EN,"A4c; B2ab(ii,iii)",
8400,Monocotyledones,Poaceae,Agrostis,alpina,Agrostis alpina,Alpen-Straussgras,LC,,
8500,Monocotyledones,Poaceae,Agrostis,canina,Agrostis canina,Sumpf-Straussgras,NT,B2b(iii),
8600,Monocotyledones,Poaceae,Agrostis,capillaris,Agrostis capillaris,Haar-Straussgras,LC,,
8700,Monocotyledones,Poaceae,Agrostis,gigantea,Agrostis gigantea,Riesen-Straussgras,LC,,
8900,Monocotyledones,Poaceae,Agrostis,rupestris,Agrostis rupestris,Felsen-Straussgras,LC,,
9000,Monocotyledones,Poaceae,Agrostis,schleicheri,Agrostis schleicheri,Schleichers Straussgras,LC,,
9100,Monocotyledones,Poaceae,Agrostis,schraderiana,Agrostis schraderiana,Zartes Straussgras,LC,,
9300,Monocotyledones,Poaceae,Agrostis,stolonifera,Agrostis stolonifera,Kriechendes Straussgras,LC,,
9450,Monocotyledones,Poaceae,Agrostis,vinealis,Agrostis vinealis,Heide-Straussgras,DD,,
9700,Monocotyledones,Poaceae,Aira,caryophyllea,Aira caryophyllea,Nelken-Haferschmiele,VU,A2c,
9900,Monocotyledones,Poaceae,Aira,elegantissima,Aira elegantissima,Zierliche Haferschmiele,EN,B2ab(iii),
10000,Monocotyledones,Poaceae,Aira,praecox,Aira praecox,Frühe Haferschmiele,CR(PE),,Nur alte Literaturangaben aus dem Wallis
10100,Dicotyledones,Lamiaceae,Ajuga,chamaepitys,Ajuga chamaepitys,Gelber Günsel,VU,A3c; B2b(iii)c(iv),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
10200,Dicotyledones,Lamiaceae,Ajuga,genevensis,Ajuga genevensis,Genfer Günsel,LC,,
10300,Dicotyledones,Lamiaceae,Ajuga,pyramidalis,Ajuga pyramidalis,Pyramiden-Günsel,LC,,
10400,Dicotyledones,Lamiaceae,Ajuga,reptans,Ajuga reptans,Kriechender Günsel,LC,,
10600,Dicotyledones,Rosaceae,Alchemilla,acuminatidens,Alchemilla acuminatidens,Zugespitztgezähnter Frauenmantel,DD,,
10800,Dicotyledones,Rosaceae,Alchemilla,acutiloba,Alchemilla acutiloba,Scharflappiger Frauenmantel,LC,,
10900,Dicotyledones,Rosaceae,Alchemilla,aggregata,Alchemilla aggregata,Kleinknäuel-Frauenmantel,LC,,
10950,Dicotyledones,Rosaceae,Alchemilla,alpigena,Alchemilla alpigena,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
11000,Dicotyledones,Rosaceae,Alchemilla,alpina,Alchemilla alpina,Gewöhnlicher Silikat-Silbermantel,LC,,
11200,Dicotyledones,Rosaceae,Alchemilla,alpina aggr. sensu Heitz,Alchemilla alpina aggr. sensu Heitz,Alpen-Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
11300,Dicotyledones,Rosaceae,Alchemilla,amphisericea,Alchemilla amphisericea,Seidenglanz-Silbermantel,LC,,
11450,Dicotyledones,Rosaceae,Alchemilla,argentidens,Alchemilla argentidens,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
11600,Dicotyledones,Rosaceae,Alchemilla,atrovirens,Alchemilla atrovirens,Schwarzgrünlicher Frauenmantel,DD,,
11700,Dicotyledones,Rosaceae,Alchemilla,chirophylla,Alchemilla chirophylla,Falten-Silbermantel,LC,,
11800,Dicotyledones,Rosaceae,Alchemilla,colorata,Alchemilla colorata,Gefärbter Frauenmantel,LC,,
11850,Dicotyledones,Rosaceae,Alchemilla,compta,Alchemilla compta,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
11900,Dicotyledones,Rosaceae,Alchemilla,conjuncta,Alchemilla conjuncta,Gewöhnlicher Kalk-Silbermantel,DD,,
12000,Dicotyledones,Rosaceae,Alchemilla,conjuncta aggr. sensu Heitz,Alchemilla conjuncta aggr. sensu Heitz,Verwachsener Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
12200,Dicotyledones,Rosaceae,Alchemilla,connivens,Alchemilla connivens,Zusammenneigender Frauenmantel,LC,,
12300,Dicotyledones,Rosaceae,Alchemilla,controversa,Alchemilla controversa,Umstrittener Frauenmantel,DD,,
12400,Dicotyledones,Rosaceae,Alchemilla,coriacea,Alchemilla coriacea,Ledriger Frauenmantel,LC,,
12500,Dicotyledones,Rosaceae,Alchemilla,coriacea aggr. sensu Heitz,Alchemilla coriacea aggr. sensu Heitz,Lederblättriger Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
12700,Dicotyledones,Rosaceae,Alchemilla,crinita,Alchemilla crinita,Langhaariger Frauenmantel,LC,,
12900,Dicotyledones,Rosaceae,Alchemilla,curtiloba,Alchemilla curtiloba,Kurzlappiger Frauenmantel,LC,,
13000,Dicotyledones,Rosaceae,Alchemilla,decumbens,Alchemilla decumbens,Gewöhnlicher Niederliegender Frauenmantel,LC,,
13100,Dicotyledones,Rosaceae,Alchemilla,decumbens aggr. sensu Heitz,Alchemilla decumbens aggr. sensu Heitz,Niederliegender Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
13200,Dicotyledones,Rosaceae,Alchemilla,demissa,Alchemilla demissa,Niedriger Niederliegender Frauenmantel,LC,,
13300,Dicotyledones,Rosaceae,Alchemilla,demissa aggr.,Alchemilla demissa aggr.,Niedergestreckter Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
13400,Dicotyledones,Rosaceae,Alchemilla,effusa,Alchemilla effusa,Ausgebreiteter Frauenmantel,LC,,
13500,Dicotyledones,Rosaceae,Alchemilla,exigua,Alchemilla exigua,Kleiner Frauenmantel,LC,,
13600,Dicotyledones,Rosaceae,Alchemilla,fallax,Alchemilla fallax,Täuschender Frauenmantel,LC,,
13700,Dicotyledones,Rosaceae,Alchemilla,filicaulis,Alchemilla filicaulis,Fadenstengel-Frauenmantel,LC,,
13750,Dicotyledones,Rosaceae,Alchemilla,firma,Alchemilla firma,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
13900,Dicotyledones,Rosaceae,Alchemilla,fissa,Alchemilla fissa,Geschlitzter Frauenmantel,LC,,
14000,Dicotyledones,Rosaceae,Alchemilla,fissa aggr.,Alchemilla fissa aggr.,Geschlitzter Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
14100,Dicotyledones,Rosaceae,Alchemilla,fissimima,Alchemilla fissimima,Tiefgeschlitzter Frauenmantel,DD,,
14200,Dicotyledones,Rosaceae,Alchemilla,flabellata,Alchemilla flabellata,Fächeriger Bastard-Frauenmantel,LC,,
14300,Dicotyledones,Rosaceae,Alchemilla,flavicoma,Alchemilla flavicoma,Blonder Frauenmantel,LC,,
14400,Dicotyledones,Rosaceae,Alchemilla,flavovirens,Alchemilla flavovirens,Gelbgrünlicher Frauenmantel,DD,,
14500,Dicotyledones,Rosaceae,Alchemilla,flexicaulis,Alchemilla flexicaulis,Biegsamer Frauenmantel,LC,,
14700,Dicotyledones,Rosaceae,Alchemilla,frigens,Alchemilla frigens,Kalter Frauenmantel,LC,,
14800,Dicotyledones,Rosaceae,Alchemilla,gaillardiana,Alchemilla gaillardiana,Gaillards Frauenmantel,DD,,
14830,Dicotyledones,Rosaceae,Alchemilla,galkinae,Alchemilla galkinae,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
14860,Dicotyledones,Rosaceae,Alchemilla,gemmia,Alchemilla gemmia,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
14890,Dicotyledones,Rosaceae,Alchemilla,gingolphiana,Alchemilla gingolphiana,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
14900,Dicotyledones,Rosaceae,Alchemilla,glabra,Alchemilla glabra,Gewöhnlicher Kahler Frauenmantel,LC,,
15000,Dicotyledones,Rosaceae,Alchemilla,glabra aggr.,Alchemilla glabra aggr.,Kahler Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
15100,Dicotyledones,Rosaceae,Alchemilla,glacialis,Alchemilla glacialis,Gletscher-Kalk-Silbermantel,LC,,
15150,Dicotyledones,Rosaceae,Alchemilla,glaucescens,Alchemilla glaucescens,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
15200,Dicotyledones,Rosaceae,Alchemilla,glomerulans,Alchemilla glomerulans,Knäueliger Frauenmantel,LC,,
15300,Dicotyledones,Rosaceae,Alchemilla,grossidens,Alchemilla grossidens,Grobzähniger Frauenmantel,LC,,
15400,Dicotyledones,Rosaceae,Alchemilla,grossidens aggr.,Alchemilla grossidens aggr.,Grobzähniger Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
15500,Dicotyledones,Rosaceae,Alchemilla,helvetica,Alchemilla helvetica,Schweizer Frauenmantel,LC,,
15600,Dicotyledones,Rosaceae,Alchemilla,helvetica aggr.,Alchemilla helvetica aggr.,Schweizer Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
15700,Dicotyledones,Rosaceae,Alchemilla,heteropoda,Alchemilla heteropoda,Verschiedenstieliger Frauenmantel,LC,,
15800,Dicotyledones,Rosaceae,Alchemilla,heteropoda aggr.,Alchemilla heteropoda aggr.,Verschiedenstieliger Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
15900,Dicotyledones,Rosaceae,Alchemilla,hirtipes,Alchemilla hirtipes,Westtiroler Frauenmantel,DD,,
15950,Dicotyledones,Rosaceae,Alchemilla,hoppeana,Alchemilla hoppeana,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
15990,Dicotyledones,Rosaceae,Alchemilla,hybrida,Alchemilla hybrida,Gewöhnlicher Bastard-Frauenmantel,LC,,
16000,Dicotyledones,Rosaceae,Alchemilla,hybrida aggr. sensu Heitz,Alchemilla hybrida aggr. sensu Heitz,Weichhaariger Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
16200,Dicotyledones,Rosaceae,Alchemilla,impexa,Alchemilla impexa,Struppiger Kahler Frauenmantel,LC,,
16300,Dicotyledones,Rosaceae,Alchemilla,incisa,Alchemilla incisa,Eingeschnittener Frauenmantel,LC,,
16400,Dicotyledones,Rosaceae,Alchemilla,inconcinna,Alchemilla inconcinna,Unschöner Frauenmantel,LC,,
16450,Dicotyledones,Rosaceae,Alchemilla,infravallesia,Alchemilla infravallesia,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
16500,Dicotyledones,Rosaceae,Alchemilla,jaquetiana,Alchemilla jaquetiana,Jaquets Frauenmantel,DD,,
16550,Dicotyledones,Rosaceae,Alchemilla,jugensis,Alchemilla jugensis,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
16600,Dicotyledones,Rosaceae,Alchemilla,leptoclados,Alchemilla leptoclados,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
16700,Dicotyledones,Rosaceae,Alchemilla,lineata,Alchemilla lineata,Streifen-Frauenmantel,LC,,
16800,Dicotyledones,Rosaceae,Alchemilla,longana,Alchemilla longana,Longa-Frauenmantel,LC,,
16850,Dicotyledones,Rosaceae,Alchemilla,longinodis,Alchemilla longinodis,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
16900,Dicotyledones,Rosaceae,Alchemilla,longiuscula,Alchemilla longiuscula,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
16930,Dicotyledones,Rosaceae,Alchemilla,lunaria,Alchemilla lunaria,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
16960,Dicotyledones,Rosaceae,Alchemilla,micans,Alchemilla micans,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
17300,Dicotyledones,Rosaceae,Alchemilla,monticola,Alchemilla monticola,Berg-Frauenmantel,DD,,
17400,Dicotyledones,Rosaceae,Alchemilla,multidens,Alchemilla multidens,Vielzahniger Frauenmantel,LC,,
17500,Dicotyledones,Rosaceae,Alchemilla,nitida,Alchemilla nitida,Glänzender Kalk-Silbermantel,LC,,
17600,Dicotyledones,Rosaceae,Alchemilla,obscura,Alchemilla obscura,Dunkler Frauenmantel,LC,,
17700,Dicotyledones,Rosaceae,Alchemilla,obtusa,Alchemilla obtusa,Stumpfer Frauenmantel,LC,,
17800,Dicotyledones,Rosaceae,Alchemilla,opaca,Alchemilla opaca,Glanzloser Frauenmantel,LC,,
17850,Dicotyledones,Rosaceae,Alchemilla,oscensis,Alchemilla oscensis,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
17900,Dicotyledones,Rosaceae,Alchemilla,othmarii,Alchemilla othmarii,Othmars Frauenmantel,LC,,
17950,Dicotyledones,Rosaceae,Alchemilla,paicheana,Alchemilla paicheana,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18000,Dicotyledones,Rosaceae,Alchemilla,pallens,Alchemilla pallens,Bleicher Frauenmantel,LC,,
18100,Dicotyledones,Rosaceae,Alchemilla,pentaphyllea,Alchemilla pentaphyllea,Schneetälchen-Frauenmantel,LC,,
18130,Dicotyledones,Rosaceae,Alchemilla,pentaphylloides,Alchemilla pentaphylloides,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18150,Dicotyledones,Rosaceae,Alchemilla,pentaphylloides aggr.,Alchemilla pentaphylloides aggr.,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,Das Aggregat enthält mehrere bewertete Arten
18200,Dicotyledones,Rosaceae,Alchemilla,petiolulans,Alchemilla petiolulans,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18300,Dicotyledones,Rosaceae,Alchemilla,plicata,Alchemilla plicata,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18500,Dicotyledones,Rosaceae,Alchemilla,plicatula aggr.,Alchemilla plicatula aggr.,Kalk-Silbermantel,LC,,Das Aggregat enthält mehrere bewertete Arten
18560,Dicotyledones,Rosaceae,Alchemilla,pseudodecumbens,Alchemilla pseudodecumbens,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18590,Dicotyledones,Rosaceae,Alchemilla,psilopodia,Alchemilla psilopodia,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
18700,Dicotyledones,Rosaceae,Alchemilla,racemulosa,Alchemilla racemulosa,Trauben-Frauenmantel,LC,,
18750,Dicotyledones,Rosaceae,Alchemilla,radiisecta,Alchemilla radiisecta,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
18800,Dicotyledones,Rosaceae,Alchemilla,reniformis,Alchemilla reniformis,Nierenblättriger Frauenmantel,LC,,
18900,Dicotyledones,Rosaceae,Alchemilla,rhododendrophila,Alchemilla rhododendrophila,Alpenrosen-Frauenmantel,LC,,
18950,Dicotyledones,Rosaceae,Alchemilla,rubristipula,Alchemilla rubristipula,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
19000,Dicotyledones,Rosaceae,Alchemilla,saxatilis,Alchemilla saxatilis,Felsen-Silikat-Silbermantel,LC,,
19100,Dicotyledones,Rosaceae,Alchemilla,saxetana,Alchemilla saxetana,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
19200,Dicotyledones,Rosaceae,Alchemilla,schmidelyana,Alchemilla schmidelyana,Schmidelys Frauenmantel,LC,,
19350,Dicotyledones,Rosaceae,Alchemilla,semihirta,Alchemilla semihirta,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
19400,Dicotyledones,Rosaceae,Alchemilla,semisecta,Alchemilla semisecta,Halbgeteilter Frauenmantel,LC,,
19500,Dicotyledones,Rosaceae,Alchemilla,sericoneura,Alchemilla sericoneura,Seidignerviger Frauenmantel,LC,,
19600,Dicotyledones,Rosaceae,Alchemilla,sinuata,Alchemilla sinuata,Gebuchteter Frauenmantel,LC,,
19800,Dicotyledones,Rosaceae,Alchemilla,splendens,Alchemilla splendens,Schimmernder Frauenmantel,LC,,
19850,Dicotyledones,Rosaceae,Alchemilla,squarrosula,Alchemilla squarrosula,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
19900,Dicotyledones,Rosaceae,Alchemilla,splendens aggr.,Alchemilla splendens aggr.,Glänzender Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
20000,Dicotyledones,Rosaceae,Alchemilla,straminea,Alchemilla straminea,Strohgelber Frauenmantel,LC,,
20100,Dicotyledones,Rosaceae,Alchemilla,strigosula,Alchemilla strigosula,Gestriegelter Frauenmantel,LC,,
20200,Dicotyledones,Rosaceae,Alchemilla,subcrenata,Alchemilla subcrenata,Stupfzähniger Frauenmantel,LC,,
20250,Dicotyledones,Rosaceae,Alchemilla,subglobosa,Alchemilla subglobosa,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
20300,Dicotyledones,Rosaceae,Alchemilla,subsericea,Alchemilla subsericea,Schwachseidiger Frauenmantel,LC,,
20400,Dicotyledones,Rosaceae,Alchemilla,subsericea aggr.,Alchemilla subsericea aggr.,Schwachseidiger Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
20500,Dicotyledones,Rosaceae,Alchemilla,tenuis,Alchemilla tenuis,Dünner Frauenmantel,LC,,
20530,Dicotyledones,Rosaceae,Alchemilla,tirolensis,Alchemilla tirolensis,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
20550,Dicotyledones,Rosaceae,Alchemilla,transiens,Alchemilla transiens,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
20580,Dicotyledones,Rosaceae,Alchemilla,trullata,Alchemilla trullata,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
20600,Dicotyledones,Rosaceae,Alchemilla,trunciloba,Alchemilla trunciloba,Gestutztlappiger Frauenmantel,LC,,
20700,Dicotyledones,Rosaceae,Alchemilla,undulata,Alchemilla undulata,Welliger Frauenmantel,LC,,
20900,Dicotyledones,Rosaceae,Alchemilla,versipila,Alchemilla versipila,Wechselhaariger Frauenmantel,LC,,
21100,Dicotyledones,Rosaceae,Alchemilla,vulgaris aggr. sensu Heitz,Alchemilla vulgaris aggr. sensu Heitz,Gemeiner Frauenmantel,LC,,Das Aggregat enthält mehrere bewertete Arten
21230,Dicotyledones,Rosaceae,Alchemilla,weberi,Alchemilla weberi,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),LC,,
21260,Dicotyledones,Rosaceae,Alchemilla,westermaieri,Alchemilla westermaieri,Frauenmantel (ohne gebräuchlichen deutschen Artnamen),DD,,
21300,Dicotyledones,Rosaceae,Alchemilla,xanthochlora,Alchemilla xanthochlora,Gelbgrüner Frauenmantel,LC,,
21600,Dicotyledones,Droseraceae,Aldrovanda,vesiculosa,Aldrovanda vesiculosa,Wasserfalle,EN,D,Ausgestorben und wiederangesiedelt
21700,Monocotyledones,Alismataceae,Alisma,gramineum,Alisma gramineum,Grasblättriger Froschlöffel,EN,B2ab(iii),
21800,Monocotyledones,Alismataceae,Alisma,lanceolatum,Alisma lanceolatum,Lanzettblättriger Froschlöffel,EN,B2ab(iii),
21900,Monocotyledones,Alismataceae,Alisma,plantago-aquatica,Alisma plantago-aquatica,Gemeiner Froschlöffel,LC,,
22100,Dicotyledones,Brassicaceae,Alliaria,petiolata,Alliaria petiolata,Knoblauchhederich,LC,,
22200,Monocotyledones,Amaryllidaceae,Allium,angulosum,Allium angulosum,Kantiger Lauch,VU,A4c,
22350,Monocotyledones,Amaryllidaceae,Allium,carinatum,Allium carinatum,Gekielter Lauch,NT,B2b(iii),"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
22400,Monocotyledones,Amaryllidaceae,Allium,carinatum subsp. carinatum,Allium carinatum subsp. carinatum,Gewöhnlicher Gekielter Lauch,NT,B2b(iii),
22500,Monocotyledones,Amaryllidaceae,Allium,carinatum subsp. pulchellum,Allium carinatum subsp. pulchellum,Schöner Gekielter Lauch,VU,B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
