GROUP,ORDER,FAMILY,GENUS,SPECIES SSP,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
Insecta,Lepidoptera,Zygaenidae,Jordanita,subsolana,"Jordanita subsolana (Staudinger, 1862)",Distel-Grünwidderchen,EN,"B2ab (i,ii,iii,iv)",Nur im Wallis und Münstertal GR
Insecta,Lepidoptera,Lycaenidae,Lampides,boeticus,"Lampides boeticus (Linnaeus, 1767)",Geschwänzter Blasenstrauch-Bläuling,NA,,
Insecta,Lepidoptera,Nymphalidae,Lasiommata,maera,"Lasiommata maera (Linnaeus, 1758)",Braunauge,LC,,
Insecta,Lepidoptera,Nymphalidae,Lasiommata,megera,"Lasiommata megera (Linnaeus, 1767)",Mauerfuchs,LC,,
Insecta,Lepidoptera,Nymphalidae,Lasiommata,petropolitana,"Lasiommata petropolitana (Fabricius, 1787)",Braunscheckauge,LC,,
Insecta,Lepidoptera,Pieridae,Leptidea,juvernica,"Leptidea juvernica Williams, 1946",-,LC,,
Insecta,Lepidoptera,Pieridae,Leptidea,sinapis,"Leptidea sinapis (Linnaeus, 1758)",Tintenfleckweissling,LC,,
Insecta,Lepidoptera,Lycaenidae,Leptotes,pirithous,"Leptotes pirithous (Linnaeus, 1767)",Langschwänziger Bläuling,NA,,
Insecta,Lepidoptera,Nymphalidae,Libythea,celtis,"Libythea celtis (Laicharting, 1782)",Zürgelbaum-Schnauzenfalter,NT,,Nur in den Südalpen
Insecta,Lepidoptera,Nymphalidae,Limenitis,camilla,"Limenitis camilla (Linnaeus, 1764)",Kleiner Eisvogel,LC,,
Insecta,Lepidoptera,Nymphalidae,Limenitis,populi,"Limenitis populi (Linnaeus, 1758)",Grosser Eisvogel,VU,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Limenitis,reducta,"Limenitis reducta Staudinger, 1901",Blauschwarzer Eisvogel,EN,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Lopinga,achine,"Lopinga achine (Scopoli, 1763)",Gelbringfalter,EN,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Lycaena,alciphron,"Lycaena alciphron (Rottemburg, 1775)",Violetter Feuerfalter,VU,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Lycaena,dispar,"Lycaena dispar (Haworth, 1802)",Grosser Feuerfalter,VU,"B2ab (i,ii,iii,iv)c (iii,iv)",Nachgewiesene Populationen nur in der Ajoie JU und westliches Genferseebecken
Insecta,Lepidoptera,Lycaenidae,Lycaena,helle,"Lycaena helle (Denis & Schiffermüller, 1775)",Blauschillernder Feuerfalter,VU,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Lycaena,hippothoe,"Lycaena hippothoe (Linnaeus, 1761)",Kleiner Ampfer-Feuerfalter,LC,,
Insecta,Lepidoptera,Lycaenidae,Lycaena,phlaeas,"Lycaena phlaeas (Linnaeus, 1761)",Kleiner Feuerfalter,LC,,
Insecta,Lepidoptera,Lycaenidae,Lycaena,tityrus,"Lycaena tityrus (Poda, 1761)",Brauner Feuerfalter,LC,,
Insecta,Lepidoptera,Lycaenidae,Lycaena,virgaureae,"Lycaena virgaureae (Linnaeus, 1758)",Dukatenfalter,NT,,
Insecta,Lepidoptera,Lycaenidae,Maculinea,alcon,"Maculinea alcon (Denis & Schiffermüller, 1775)",Lungenenzian-Ameisenbläuling,EN,"B2ab (i,ii,iii,iv)",Zurzeit nur noch im Nordosten der Schweiz
Insecta,Lepidoptera,Lycaenidae,Maculinea,arion,"Maculinea arion (Linnaeus, 1758)",Schwarzfleckiger Ameisenbläuling,NT,,
Insecta,Lepidoptera,Lycaenidae,Maculinea,nausithous,"Maculinea nausithous (Bergsträsser, 1779)",Dunkler Wiesenknopf-Ameisenbläuling,EN,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Maculinea,rebeli,"Maculinea rebeli (Hirschke, 1904)",Kreuzenzian-Ameisenbläuling,VU,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Maculinea,teleius,"Maculinea teleius (Bergsträsser, 1779)",Heller Wiesenknopf-Ameisenbläuling,EN,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Maniola,jurtina,"Maniola jurtina (Linnaeus, 1758)",Grosses Ochsenauge,LC,,
Insecta,Lepidoptera,Nymphalidae,Melanargia,galathea,"Melanargia galathea (Linnaeus, 1758)",Schachbrettfalter,LC,,
Insecta,Lepidoptera,Nymphalidae,Melitaea,asteria,"Melitaea asteria Freyer, 1828",Kleiner Scheckenfalter,EN,"B2ab (i,ii,iii,iv)",Nur in Graubünden
Insecta,Lepidoptera,Nymphalidae,Melitaea,athalia,"Melitaea athalia (Rottemburg, 1775)",Wachtelweizen-Scheckenfalter,LC,,
Insecta,Lepidoptera,Nymphalidae,Melitaea,aurelia,"Melitaea aurelia Nickerl, 1850",Ehrenpreis-Scheckenfalter,EN,"B2ab (i,ii,iii,iv)",Zurzeit nur noch im Wallis und in Graubünden
Insecta,Lepidoptera,Nymphalidae,Melitaea,britomartis,"Melitaea britomartis Assmann, 1847",Östlicher Scheckenfalter,CR,"B2ab (ii,iii,iv); C2a (i,ii)",Nur im Kanton Schaffhausen
Insecta,Lepidoptera,Nymphalidae,Melitaea,cinxia,"Melitaea cinxia (Linnaeus, 1758)",Wegerich-Scheckenfalter,VU,"B2ab (i,ii,iii,iv)c (iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Melitaea,deione,"Melitaea deione (Geyer, 1832)",Leinkraut-Scheckenfalter,EN,"B2ab (i,ii,iii,iv)",Nur im Wallis
Insecta,Lepidoptera,Nymphalidae,Melitaea,diamina,"Melitaea diamina (Lang, 1789)",Baldrian-Scheckenfalter,NT,,
Insecta,Lepidoptera,Nymphalidae,Melitaea,didyma,"Melitaea didyma (Esper, 1778)",Roter Scheckenfalter,VU,"B2ab (i,ii,iii,iv)c (iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Melitaea,parthenoides,"Melitaea parthenoides Keferstein, 1851",Westlicher Scheckenfalter,VU,"B2ab (i,ii,iii,iv)c (iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Melitaea,phoebe,"Melitaea phoebe (Denis & Schiffermüller, 1775)",Flockenblumen-Scheckenfalter,NT,"B2ab (i,ii,iii,iv)c (iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Melitaea,varia,"Melitaea varia Meyer-Dür, 1851",Bündner Scheckenfalter,NT,,Nur im Wallis und in Graubünden
Insecta,Lepidoptera,Nymphalidae,Minois,dryas,"Minois dryas (Scopoli, 1763)",Blauauge,NT,,
Insecta,Lepidoptera,Lycaenidae,Neozephyrus,quercus,"Neozephyrus quercus (Linnaeus, 1758)",Blauer Eichen-Zipfelfalter,LC,,
Insecta,Lepidoptera,Nymphalidae,Neptis,rivularis,"Neptis rivularis (Scopoli, 1763)",Schwarzer Trauerfalter,NT,,Nur in den Südalpen
Insecta,Lepidoptera,Nymphalidae,Nymphalis,antiopa,"Nymphalis antiopa (Linnaeus, 1758)",Trauermantel,VU,"B2ab (i,ii,iii,iv)c (i,ii,iii,iv)",
Insecta,Lepidoptera,Nymphalidae,Nymphalis,polychloros,"Nymphalis polychloros (Linnaeus, 1758)",Grosser Fuchs,LC,,
Insecta,Lepidoptera,Hesperiidae,Ochlodes,venata,"Ochlodes venata (Bremer & Grey, 1853)",Mattfleckiger Kommafalter,LC,,
Insecta,Lepidoptera,Nymphalidae,Oeneis,glacialis,"Oeneis glacialis (Moll, 1783)",Gletscherfalter,LC,,
Insecta,Lepidoptera,Papilionidae,Papilio,machaon,"Papilio machaon Linnaeus, 1758",Schwalbenschwanz,LC,,
Insecta,Lepidoptera,Nymphalidae,Pararge,aegeria,"Pararge aegeria (Linnaeus, 1758)",Waldbrettspiel,LC,,
Insecta,Lepidoptera,Papilionidae,Parnassius,apollo,"Parnassius apollo (Linnaeus, 1758)",Apollo,NT,,
Insecta,Lepidoptera,Papilionidae,Parnassius,mnemosyne,"Parnassius mnemosyne (Linnaeus, 1758)",Schwarzer Apollo,VU,"B2ab (i,ii,iii,iv)",
Insecta,Lepidoptera,Papilionidae,Parnassius,phoebus,"Parnassius phoebus (Fabricius, 1793)",Alpenapollo,LC,,
Insecta,Lepidoptera,Pieridae,Pieris,brassicae,"Pieris brassicae (Linnaeus, 1758)",Grosser Kohlweissling,LC,,
Insecta,Lepidoptera,Pieridae,Pieris,bryoniae,"Pieris bryoniae (Hübner, 1806)",Bergweissling,LC,,
Insecta,Lepidoptera,Pieridae,Pieris,mannii,"Pieris mannii (Mayer, 1851)",Karstweissling,NT,,In Ausbreitung
Insecta,Lepidoptera,Pieridae,Pieris,napi,"Pieris napi (Linnaeus, 1758)",Grünaderweissling,LC,,
Insecta,Lepidoptera,Pieridae,Pieris,rapae,"Pieris rapae (Linnaeus, 1758)",Kleiner Kohlweissling,LC,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,argus,"Plebeius argus (Linnaeus, 1758)",Argus-Bläuling,NT,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,argyrognomon,"Plebeius argyrognomon (Bergsträsser, 1779)",Kronwicken-Bläuling,EN,"B2ab (i,ii,iii,iv)","Nur im westlichen Genferseebecken, Region Basel sowie im Südtessin"
Insecta,Lepidoptera,Lycaenidae,Plebeius,glandon,"Plebeius glandon (Prunner, 1798)",Dunkler Alpen-Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,idas,"Plebeius idas (Linnaeus, 1761)",Idas-Bläuling,NT,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,optilete,"Plebeius optilete (Knoch, 1781)",Violetter Silberfleck-Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,orbitulus,"Plebeius orbitulus (Prunner, 1798)",Heller Alpen-Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Plebeius,trappi,"Plebeius trappi (Verity, 1927)",Spanischer Bläuling,VU,"B2ab (i,ii,iii,iv)",Nur im Wallis
Insecta,Lepidoptera,Nymphalidae,Polygonia,c-album,"Polygonia c-album (Linnaeus, 1758)",C-Falter,LC,,
Insecta,Lepidoptera,Nymphalidae,Polygonia,egea,"Polygonia egea (Cramer, 1775)",Gelber C-Falter,NA,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,amandus,"Polyommatus amandus (Schneider, 1792)",Prächtiger Bläuling,VU,"B2ab (i,ii,iii,iv)",Nur im Wallis und in Graubünden
Insecta,Lepidoptera,Lycaenidae,Polyommatus,bellargus,"Polyommatus bellargus (Rottemburg, 1775)",Himmelblauer Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,coridon,"Polyommatus coridon (Poda, 1761)",Silbergrüner Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,damon,"Polyommatus damon (Denis & Schiffermüller, 1775)",Grünblauer Bläuling,VU,"B2ab (i,ii,iii,iv)c (iii,iv)",
Insecta,Lepidoptera,Lycaenidae,Polyommatus,daphnis,"Polyommatus daphnis (Denis & Schiffermüller, 1775)",Zahnflügel-Bläuling,VU,"B2ab (i,ii,iii,iv)",Nur im Wallis und in Graubünden
Insecta,Lepidoptera,Lycaenidae,Polyommatus,dorylas,"Polyommatus dorylas (Denis & Schiffermüller, 1775)",Wundklee-Bläuling,NT,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,eros,"Polyommatus eros (Ochsenheimer, 1808)",Eros-Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,escheri,"Polyommatus escheri (Hübner, 1823)",Escher-Bläuling,VU,"B2ab (i,ii,iii,iv)",Nur im Wallis und in Graubünden
Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,"Polyommatus icarus (Rottemburg, 1775)",Hauhechel-Bläuling,LC,,
Insecta,Lepidoptera,Lycaenidae,Polyommatus,semiargus,"Polyommatus semiargus (Rottemburg, 1775)",Violetter Wald-Bläuling,LC,,
