Sonne,116
Rössli,115
Post,106
Sternen,102
Kreuz,100
Hirschen,98
Löwen,97
Linde,91
Bären,72
Croix,45
Engel,44
Soleil,40
Cheval,35
Lion,33
Poste,32
Etoile,30
Cerf,20
Ours,17
Ange,13
Crusch,10
Sole,10
Posta,10
Stella,6
Chaux,4
Croce,3
Cervo,1
Angelo,1
Leone,1
