BE,123
AG,97
SG,94
ZH,91
TG,82
VD,73
LU,69
SO,69
SZ,62
VS,50
FR,48
GR,47
AR,44
BL,41
JU,40
TI,32
GE,30
ZG,28
NE,26
UR,24
GL,22
AI,16
OW,13
NW,13
BS,9
SH,9
