Restaurantname;Kanton
Restaurant Tuifelsstei;
Hotel Frutt Lodge& Spa;
Jugendstil-Hotel Paxmontana;
Alpenclub;
Bänklialp GmbH;
Hotel Central AG;
Hotel Hahnenblick AG;
Klausenhof;
